,HS06,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator
,count,sum,min,mean,median,max,std,sum,min,mean,median,max,std,sum,min,mean,median,max,std
HS04,,,,,,,,,,,,,,,,,,,
2925,9,30,1,3.3333333333333335,3.0,6,1.7320508075688772,220,9,24.444444444444443,19.0,49,13.712322114717761,21.333333333333336,1.6666666666666667,2.3703703703703707,2.0,3.3333333333333335,0.6961091158967594
2926,2,7,3,3.5,3.5,4,0.7071067811865476,56,24,28.0,28.0,32,5.656854249492381,5.5,2.5,2.75,2.75,3.0,0.3535533905932738
2927,11,55,2,5.0,4.0,10,2.6832815729997477,354,14,32.18181818181818,27.0,66,16.351257944379583,20.623015873015873,1.0,1.874819624819625,1.8333333333333333,3.0,0.6329915228027724
2928,7,21,1,3.0,3.0,5,1.5275252316519468,153,4,21.857142857142858,28.0,30,9.906707684334748,20.96666666666667,1.6666666666666667,2.9952380952380957,2.75,6.0,1.4108283056192585
2929,63,268,1,4.253968253968254,4.0,13,2.6025313605885523,1759,8,27.92063492063492,26.0,73,15.941730172120478,178.5058080808081,1.3333333333333333,2.833425525092192,2.6666666666666665,6.0,0.8942903364213963
2930,39,176,1,4.512820512820513,5.0,9,2.371672681683085,1213,8,31.102564102564102,29.0,68,14.819608049002035,113.30039682539683,1.25,2.9051383801383803,2.8333333333333335,6.0,1.0466086133897063
2931,9,50,1,5.555555555555555,6.0,10,3.045944480416178,313,11,34.77777777777778,35.0,61,16.277114131333125,22.204761904761906,1.5,2.467195767195767,2.5714285714285716,4.0,0.8265032838751989
2932,33,107,1,3.242424242424242,3.0,8,2.1941727232362402,863,3,26.151515151515152,26.0,58,16.198227549876428,94.44642857142857,1.4285714285714286,2.862012987012987,2.75,6.0,1.1391963925571815
2933,78,272,1,3.4871794871794872,3.0,11,2.099743891269697,2062,8,26.435897435897434,25.0,67,11.94749307355274,262.38852813852816,1.0,3.3639554889554892,2.6666666666666665,25.0,2.924630168010152
2934,28,160,1,5.714285714285714,6.5,9,2.507132682112035,1236,8,44.142857142857146,48.0,65,19.132509246121117,57.31825396825397,1.25,2.047080498866213,1.7083333333333335,7.5,1.1757423641767353
2935,9,19,1,2.111111111111111,2.0,4,0.927960727138337,165,10,18.333333333333332,18.0,31,6.103277807866852,30.333333333333336,2.3333333333333335,3.3703703703703707,3.0,5.0,0.9493337494797258
2936,83,297,1,3.5783132530120483,3.0,11,2.348432180318164,1907,5,22.97590361445783,19.0,62,14.033910067955922,179.13232323232324,1.0,2.15822076183522,2.0,11.0,1.2974063901488597
2937,4,20,2,5.0,4.0,10,3.559026084010437,130,19,32.5,25.0,61,19.364916731037084,9.833333333333334,1.6,2.4583333333333335,2.1166666666666667,4.0,1.0709549217611563
2938,3,8,1,2.6666666666666665,2.0,5,2.0816659994661326,54,6,18.0,18.0,30,12.0,7.5,2.0,2.5,2.5,3.0,0.5
2939,16,50,1,3.125,3.0,8,2.0289570391377603,374,7,23.375,24.0,41,10.372238588334408,43.25,1.25,2.703125,2.833333333333333,3.5,0.6375363097865849
2940,3,16,1,5.333333333333333,5.0,10,4.509249752822894,97,9,32.333333333333336,21.0,67,30.61590000854676,5.9,1.4,1.9666666666666668,1.5,3.0,0.8962886439832501
2941,58,203,1,3.5,3.0,12,1.8185207020706826,1726,7,29.75862068965517,28.0,80,12.842241626521064,185.95,1.25,3.2060344827586205,3.0,6.0,0.9599976561246059
2942,21,81,1,3.857142857142857,4.0,8,2.1514114968019085,578,5,27.523809523809526,29.0,79,17.255778880186913,58.93928571428572,1.0,2.8066326530612247,2.5,5.333333333333333,1.246018748939249
3001,8,54,2,6.75,6.0,13,4.166190448976482,416,12,52.0,29.5,150,46.41428351580701,20.642540792540792,1.5,2.580317599067599,2.05,6.3076923076923075,1.5466738745943207
3002,598,3114,1,5.207357859531773,5.0,21,3.104621190965773,19159,5,32.03846153846154,25.0,150,22.860149997991684,1343.471914106705,1.0,2.2466085520179013,2.0,10.25,1.0886081617768024
3003,107,680,1,6.355140186915888,6.0,25,4.404655205593534,4610,4,43.08411214953271,41.0,150,28.15393048578874,262.3866679235797,1.0,2.4522118497530814,2.375,5.75,0.8721838813629077
3004,1436,7133,1,4.967270194986073,4.0,26,2.911883820858457,51761,4,36.04526462395543,32.0,150,21.42342424731509,3645.9098446702938,1.0,2.538934432221653,2.4,8.666666666666666,0.9775830447790756
3005,225,964,1,4.2844444444444445,3.0,16,2.6540026674308668,6403,5,28.45777777777778,25.0,102,16.187772183162462,441.0797258297258,1.0,1.9603543370210037,1.7142857142857142,8.0,0.9745578586959848
3006,291,1571,1,5.398625429553265,5.0,17,3.1171159582447694,9898,5,34.013745704467354,30.0,99,19.89090461155915,615.5623638616286,1.0,2.115334583716937,2.0,7.0,0.990136439866285
3101,8,32,1,4.0,4.0,7,2.0701966780270626,218,12,27.25,25.5,41,11.707750790456235,18.590476190476192,1.6,2.323809523809524,2.0,4.0,0.8585174163609096
3102,103,582,1,5.650485436893204,5.0,15,3.0153487681217395,4076,6,39.57281553398058,34.0,98,21.6340336188724,209.90152625152626,1.0,2.037878895645886,1.9166666666666667,4.5,0.5963847410130722
3103,1,1,1,1.0,1.0,1,,10,10,10.0,10.0,10,,3.0,3.0,3.0,3.0,3.0,
3104,20,110,2,5.5,4.5,13,3.2847334266589314,811,18,40.55,35.0,95,21.81857007230309,41.54055944055944,1.3333333333333333,2.077027972027972,2.0,4.0,0.6213066924708366
3105,108,502,1,4.648148148148148,4.0,17,2.8524946118366787,3526,4,32.648148148148145,30.0,88,17.516515472422135,271.1541401409049,1.0,2.510686482786156,2.1547619047619047,9.0,1.2589603878148827
3201,5,14,1,2.8,2.0,6,2.16794833886788,84,6,16.8,16.0,26,8.700574693662483,14.916666666666668,1.25,2.9833333333333334,2.0,7.0,2.336604849396282
3202,9,22,1,2.4444444444444446,2.0,5,1.130388330520878,126,6,14.0,12.0,25,6.782329983125268,16.833333333333332,1.0,1.8703703703703702,2.0,2.5,0.5820090788821378
3203,22,66,1,3.0,3.0,7,1.3451854182690985,458,9,20.818181818181817,18.5,44,8.611378760445053,48.24761904761905,1.0,2.193073593073593,1.5833333333333335,7.5,1.6317594720980886
3204,355,1419,1,3.9971830985915493,3.0,21,2.7033130871527193,9253,4,26.064788732394366,22.0,124,15.43891826982207,699.7777389277389,1.0,1.971204898387997,1.8,7.5,0.9331515934256442
3205,13,63,2,4.846153846153846,5.0,7,1.5191090506255,488,19,37.53846153846154,37.0,54,10.852153278001134,34.99761904761905,1.5,2.692124542124542,2.857142857142857,3.6,0.6884949576459353
3206,151,621,1,4.112582781456954,3.0,12,2.1711534456984416,4283,6,28.364238410596027,26.0,71,13.308385047885462,309.9036435786436,1.0,2.0523420104545935,1.9090909090909092,7.0,0.912002151276665
3207,83,272,1,3.2771084337349397,3.0,10,1.459312008063809,1941,10,23.3855421686747,21.0,73,11.100243158511354,164.36904761904762,1.0,1.9803499713138268,1.75,6.0,0.8553685212479809
3208,302,1352,1,4.47682119205298,4.0,10,2.0275000959353484,7578,4,25.09271523178808,24.0,74,11.101675066437673,561.2869047619048,1.0,1.8585659098076317,1.75,6.0,0.7509406614957714
3209,143,696,1,4.8671328671328675,4.0,16,3.1849951074271177,4312,6,30.153846153846153,24.0,98,19.051194074553585,287.5457764457764,1.0,2.01080962549494,1.75,8.0,1.0041475912613436
3210,49,277,2,5.653061224489796,5.0,10,2.314366547677097,1412,9,28.816326530612244,29.0,81,11.404811611383876,96.28650793650793,1.0,1.9650307742144475,2.0,3.5,0.5651886372782918
3211,39,195,1,5.0,5.0,10,2.714483570153185,1091,6,27.974358974358974,29.0,57,12.047028852938627,79.775,1.0,2.045512820512821,2.0,3.5,0.6114618886742287
3212,70,295,1,4.214285714285714,3.5,12,2.4130854453292008,1848,8,26.4,24.5,59,11.36151653482115,150.01320346320347,1.0,2.1430457637600497,1.5584415584415585,9.0,1.5510251923311684
3213,124,571,2,4.604838709677419,5.0,16,1.6518949374409488,3359,9,27.088709677419356,28.5,97,8.438213598151902,256.0083333333333,1.0,2.064583333333333,1.8,6.5,0.9435142399644084
3214,373,1980,1,5.3083109919571045,5.0,20,2.8348561226907694,12041,7,32.28150134048257,29.0,133,18.24294254166874,787.3604159729159,1.0,2.1108858337075493,2.0,7.0,0.9272742588195746
3215,369,1559,1,4.224932249322493,4.0,13,1.9673493971048146,9008,4,24.411924119241192,23.0,71,12.270877012112882,641.1485653235653,1.0,1.7375299873267354,1.5,11.0,0.9348448413751642
3301,82,301,1,3.6707317073170733,3.0,8,1.4828640793234111,2004,9,24.4390243902439,25.0,65,9.594362492058938,153.23333333333332,1.0,1.8686991869918697,2.0,3.6666666666666665,0.6724664908908643
3302,494,2089,1,4.228744939271255,4.0,16,2.503203554693854,14587,4,29.52834008097166,26.0,115,16.999170916357723,885.1446303696304,1.0,1.7917907497360939,1.5,9.0,0.865142082409311
3303,471,2336,1,4.959660297239915,5.0,11,1.946209379328518,12954,6,27.503184713375795,27.0,65,9.804660769998348,820.4467532467532,1.0,1.7419251661289878,1.6666666666666667,6.0,0.5402566064437762
3304,1023,4531,1,4.429130009775171,4.0,21,2.446414350808181,26559,4,25.961876832844574,24.0,135,13.668765127617554,1721.3445804195803,1.0,1.6826437736261781,1.5,5.5,0.6302459165739625
3305,747,4195,1,5.615796519410977,5.0,18,3.3228297965233597,21891,3,29.305220883534137,29.0,100,13.875664350858537,1258.5628244304714,1.0,1.6848230581398547,1.5,6.0,0.6592132400705459
3306,223,942,1,4.2242152466367715,4.0,20,2.3981874139397665,6256,5,28.053811659192824,25.0,131,16.154010220890044,457.3543650793651,1.0,2.050916435333476,1.8888888888888888,6.0,0.8309505787876351
3307,407,1708,1,4.196560196560196,4.0,19,2.0282944279349775,10418,4,25.597051597051596,24.0,95,11.557514824605526,767.0654306220096,1.0,1.8846816477199253,1.75,6.75,0.7495080421049235
3401,774,3192,1,4.124031007751938,4.0,16,2.185478660853278,19288,3,24.919896640826874,22.5,105,13.125182612749512,1346.0622460872462,1.0,1.7390985091566489,1.5714285714285714,12.0,0.7869981105106458
3402,675,2842,1,4.21037037037037,4.0,16,2.2493412841920266,18508,3,27.41925925925926,26.0,113,14.215820043523218,1337.7548715173716,1.0,1.9818590689146247,1.8,27.0,1.3370167269787723
3403,241,1025,1,4.253112033195021,4.0,14,2.499633444773373,6288,2,26.09128630705394,22.0,95,15.759123244072097,495.29673104673105,1.0,2.0551731578702532,2.0,5.5,0.8319630927398701
3404,37,124,1,3.3513513513513513,3.0,8,1.6535520053007813,767,6,20.72972972972973,19.0,55,11.859474994583325,80.9,1.0,2.1864864864864866,2.25,4.0,0.8246944611719063
3405,131,480,1,3.66412213740458,3.0,14,1.9869214185340196,3224,6,24.610687022900763,22.0,100,13.2093047153448,220.94166666666666,1.0,1.6865776081424937,1.5,11.0,1.037124424795036
3406,56,197,1,3.517857142857143,3.5,7,1.4769879845460852,1240,7,22.142857142857142,23.5,38,8.08461742824229,97.12142857142857,1.0,1.7343112244897958,1.5,6.0,0.879678472490399
3407,28,105,1,3.75,3.5,9,2.011540776692408,683,4,24.392857142857142,24.0,50,12.034946908480615,49.83611111111111,1.0,1.7798611111111111,1.5,4.2,0.8854436270405173
3501,1,6,6,6.0,6.0,6,,32,32,32.0,32.0,32,,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,
3502,11,107,3,9.727272727272727,8.0,17,4.518648229081549,632,15,57.45454545454545,55.0,99,24.541245430351072,15.904411764705882,1.125,1.445855614973262,1.5,1.8571428571428572,0.221407404922653
3503,17,62,1,3.6470588235294117,2.0,8,2.3168183050950564,392,8,23.058823529411764,15.0,58,15.241680469338405,35.23809523809524,1.3333333333333333,2.0728291316526612,2.125,3.0,0.467226499131413
3504,3,10,1,3.3333333333333335,3.0,6,2.516611478423583,62,11,20.666666666666668,20.0,31,10.016652800877813,9.166666666666666,1.3333333333333333,3.0555555555555554,1.8333333333333333,6.0,2.5621894572444903
3505,116,356,1,3.0689655172413794,3.0,11,1.9414209853297821,2501,3,21.560344827586206,18.5,74,12.794216623556707,312.0547619047619,1.0,2.6901272577996718,2.3333333333333335,11.0,1.6841084470404846
3506,553,2134,1,3.8589511754068715,3.0,19,2.3800949133437688,13433,5,24.29113924050633,21.0,135,15.061596150178909,1131.6706264152085,1.0,2.0464206625953136,1.8333333333333333,9.0,0.9605399891589362
3507,91,318,1,3.4945054945054945,2.0,23,3.2227442632142846,2036,2,22.373626373626372,14.0,144,20.50075790016248,193.54480990024467,1.0,2.1268660428598314,2.0,4.0,0.875008798145426
3602,93,375,1,4.032258064516129,4.0,14,1.79644342414591,2159,7,23.21505376344086,23.0,54,8.692637392301291,207.4452380952381,1.0,2.230593958013313,2.0,12.5,1.307561957228074
3603,75,363,1,4.84,5.0,10,1.8819196639659252,2054,6,27.386666666666667,26.0,56,10.8127718942016,195.02142857142857,1.0,2.600285714285714,2.25,11.5,1.5484008018508721
3604,2,3,1,1.5,1.5,2,0.7071067811865476,19,9,9.5,9.5,10,0.7071067811865476,2.0,1.0,1.0,1.0,1.0,0.0
3605,13,37,1,2.8461538461538463,3.0,6,1.214231845389905,236,7,18.153846153846153,20.0,38,7.904072303209212,16.416666666666668,1.0,1.262820512820513,1.0,2.0,0.35656240987624044
3606,8,36,1,4.5,4.0,12,3.251373336211726,236,9,29.5,25.0,77,20.57043648401407,15.8,1.3333333333333333,1.975,1.9,3.0,0.6132142741585082
3701,40,177,2,4.425,4.0,8,2.024054068397105,1130,9,28.25,26.5,69,12.747548783981964,76.68809523809524,1.0,1.917202380952381,1.75,4.666666666666667,0.8232271787417245
3702,6,19,1,3.1666666666666665,2.0,9,2.9268868558020253,131,4,21.833333333333332,18.0,55,18.026831853286552,10.833333333333334,1.0,1.8055555555555556,1.1666666666666665,3.5,1.1373295558098007
3703,21,108,1,5.142857142857143,4.0,11,2.8334733858943206,648,4,30.857142857142858,33.0,60,14.687701366400782,36.85064935064935,1.0,1.7547928262213977,1.6666666666666667,3.25,0.6220747411618218
3706,1,2,2,2.0,2.0,2,,10,10,10.0,10.0,10,,1.0,1.0,1.0,1.0,1.0,
3707,157,766,1,4.8789808917197455,4.0,11,2.211132435443077,4601,6,29.305732484076433,28.0,68,12.290116114482547,322.3830808080808,1.0,2.0533954191597505,1.75,6.333333333333333,0.814723118846606
3801,3,14,1,4.666666666666667,5.0,8,3.5118845842842465,105,4,35.0,37.0,64,30.04995840263344,4.275,1.0,1.425,1.4,1.875,0.43803538669838077
3802,54,241,1,4.462962962962963,4.0,11,2.7245422877701233,1660,8,30.74074074074074,25.0,81,18.21380896948245,89.86381673881674,1.0,1.664144754422532,1.5,4.0,0.6729938115985832
3804,5,22,2,4.4,5.0,6,1.816590212458495,147,12,29.4,33.0,44,12.521980673998822,11.233333333333334,1.4,2.246666666666667,2.5,3.0,0.6821534529219458
3805,10,25,1,2.5,2.5,4,1.0801234497346435,159,8,15.9,13.0,29,7.809538327512638,22.083333333333332,1.0,2.208333333333333,2.166666666666667,3.5,0.8251917098618304
3806,7,27,1,3.857142857142857,3.0,8,2.6095064302514777,178,5,25.428571428571427,25.0,43,13.414633090486708,15.488095238095237,1.0,2.2125850340136055,1.75,3.6666666666666665,0.9964607761438791
3808,989,4797,1,4.8503538928210315,4.0,21,3.2689578463095708,34158,3,34.53791708796764,28.0,112,22.46882293666295,2691.1983564637976,1.0,2.72113079521112,2.5,13.0,1.30244540785319
3809,125,395,1,3.16,3.0,9,1.724585036577523,2502,3,20.016,18.0,48,10.658923264630923,275.32936507936506,1.0,2.2026349206349205,2.0,8.0,1.076222003882159
3810,34,170,2,5.0,3.0,19,4.348458452036872,1037,11,30.5,23.5,98,22.384044642232436,59.10390559732665,1.0,1.7383501646272546,1.6666666666666667,3.0,0.47363345126619216
3811,139,532,1,3.827338129496403,3.0,15,2.4874410853236095,3572,5,25.697841726618705,22.0,95,17.411330092728598,325.60692918192916,1.0,2.342495893395174,2.0,9.0,1.0932889102303158
3812,43,126,1,2.9302325581395348,2.0,14,2.229620390893068,812,7,18.88372093023256,14.0,80,13.2991394321043,104.87857142857143,1.0,2.4390365448504983,2.25,8.0,1.1964983891740524
3813,20,125,3,6.25,5.0,11,2.425196682202996,737,16,36.85,34.0,62,13.087860988838397,38.56677489177489,1.0,1.9283387445887445,1.7875,3.25,0.7129224177926905
3814,88,297,1,3.375,3.0,11,1.9844944925105228,1849,5,21.011363636363637,19.5,64,11.570368732321406,172.23084415584415,1.0,1.9571686835891382,1.6333333333333333,6.0,1.0799761603009188
3815,43,166,1,3.86046511627907,3.0,11,2.4744542000287386,1020,5,23.72093023255814,21.0,70,14.890593997227068,96.19365079365079,1.0,2.237061646363972,2.0,11.0,1.5424787158388327
3816,97,474,1,4.88659793814433,4.0,20,3.5586639834464613,3092,6,31.876288659793815,25.0,134,21.874765585391025,201.75362692862691,1.0,2.079934298233267,2.0,6.0,0.8428170278454519
3817,12,40,2,3.3333333333333335,3.0,5,0.7784989441615229,272,19,22.666666666666668,22.5,29,3.5505014583943777,28.85,1.6,2.404166666666667,2.25,3.5,0.6414600218220615
3818,4,19,2,4.75,5.0,7,2.217355782608345,133,15,33.25,36.5,45,12.86791876463841,8.297619047619047,1.7142857142857142,2.074404761904762,2.041666666666667,2.5,0.401289375968647
3819,71,288,1,4.056338028169014,4.0,10,1.858473443783226,1631,8,22.971830985915492,22.0,49,9.056918162355096,119.62777777777778,1.0,1.6848982785602504,1.6,3.6666666666666665,0.5663967281025551
3820,51,200,1,3.9215686274509802,3.0,8,2.08655828823354,1323,7,25.941176470588236,23.0,56,13.017544721960256,114.64880952380952,1.1666666666666667,2.248015873015873,2.0,3.5,0.5720902749486783
3821,97,444,2,4.577319587628866,4.0,16,2.7112230156425396,3157,8,32.54639175257732,24.0,150,24.298499875916846,199.28181818181818,1.0,2.054451733833177,2.0,5.0,0.8686536085619503
3822,1343,6772,1,5.042442293373045,4.0,26,2.9598128980417204,45496,3,33.876396128071484,29.0,150,20.443799626958505,3127.946833478699,1.0,2.3290743361717787,2.0,20.0,1.3679272586921496
3823,51,240,1,4.705882352941177,4.0,12,2.229745435219535,1514,4,29.686274509803923,29.0,85,15.001986796525893,93.23531746031746,1.0,1.8281434796140679,1.8,3.3333333333333335,0.5296372830242124
3824,568,2321,1,4.086267605633803,3.0,15,2.4748373496245977,15530,4,27.341549295774648,22.0,149,17.078599263355045,1273.8206931956931,1.0,2.2426420654853754,2.0,6.333333333333333,0.9986218018608884
3825,1,3,3,3.0,3.0,3,,21,21,21.0,21.0,21,,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,
3826,2,18,3,9.0,9.0,15,8.48528137423857,119,33,59.5,59.5,86,37.476659402887016,4.6,2.2666666666666666,2.3,2.3,2.3333333333333335,0.04714045207910316
3901,573,2644,1,4.614310645724259,4.0,13,2.3286609843971724,18794,3,32.79930191972077,31.0,88,16.761068763216095,1408.3200105450105,1.0,2.4578010655235785,2.3333333333333335,9.0,0.8098719374426673
3902,378,1428,1,3.7777777777777777,4.0,10,1.5968580999372184,12033,2,31.833333333333332,33.0,76,11.971506844475384,1219.890873015873,1.0,3.227224531788024,3.225,7.0,0.9376007154992226
3903,66,220,1,3.3333333333333335,3.0,10,1.6671794083082896,1510,7,22.87878787878788,21.0,55,10.488844112477352,173.8047619047619,1.0,2.6334054834054834,2.3095238095238093,12.0,1.5588402981466487
3904,178,675,2,3.792134831460674,3.0,8,1.6038600837225319,4290,7,24.10112359550562,23.0,61,11.290759127191299,383.66190476190474,1.0,2.1554039593365433,2.0,4.666666666666667,0.7040851897124656
3905,81,266,1,3.2839506172839505,3.0,11,1.944444444444444,1712,3,21.135802469135804,17.0,96,15.541680319723921,188.08715728715728,1.0,2.3220636702118185,2.0,7.0,0.9287198144329715
3906,209,740,1,3.54066985645933,3.0,11,1.9829856886631252,4638,6,22.19138755980861,18.0,73,12.036871338645843,538.101406926407,1.0,2.5746478800306556,2.3333333333333335,8.0,1.1342865046517407
3907,394,1675,1,4.251269035532995,4.0,14,2.2660927832944804,10423,3,26.45431472081218,24.0,77,13.807996140542565,944.1495670995671,1.0,2.3963186982222515,2.1547619047619047,15.0,1.2709086357123704
3908,19,59,1,3.1052631578947367,3.0,6,1.448935887014454,371,7,19.526315789473685,18.0,38,7.762934876368399,41.083333333333336,1.6666666666666667,2.162280701754386,2.0,3.3333333333333335,0.42170443782167216
3909,112,420,1,3.75,4.0,16,2.338475671985592,2675,6,23.883928571428573,21.0,118,15.420674980678271,305.23300865800866,1.0,2.7252947201607918,2.803571428571429,8.0,1.1115521352555313
3910,68,223,1,3.2794117647058822,3.0,8,1.7436074136668074,1431,6,21.044117647058822,17.0,63,12.056377297438537,148.04642857142858,1.0,2.177153361344538,1.775,12.0,1.4675439486429254
3911,18,66,1,3.6666666666666665,3.5,9,2.2228757209048453,486,8,27.0,22.5,79,18.20794913670142,38.80555555555556,1.0,2.1558641975308643,2.375,3.0,0.6259443764925767
3912,126,497,1,3.9444444444444446,3.5,11,2.1810293186678824,3650,3,28.96825396825397,24.0,80,17.12539004306133,333.62453102453105,1.0,2.647813738289929,2.4285714285714284,6.0,0.948524808213343
3913,31,110,1,3.5483870967741935,3.0,8,1.6091138281140824,769,8,24.806451612903224,18.0,69,13.687998039252514,73.11666666666667,1.0,2.3586021505376347,2.25,4.25,0.7920773317060832
3914,14,85,1,6.071428571428571,5.5,15,3.7306276171151707,533,8,38.07142857142857,33.5,89,23.193050304295518,21.016666666666666,1.0,1.5011904761904762,1.3875,3.0,0.5677860093212515
3915,4,16,1,4.0,4.5,6,2.160246899469287,97,6,24.25,26.5,38,13.81725973797506,7.866666666666667,1.1666666666666667,1.9666666666666668,1.75,3.2,0.8906926143924926
3916,133,642,1,4.827067669172933,5.0,15,2.6671721439356313,3705,8,27.857142857142858,25.0,100,15.10726438603089,262.589898989899,1.0,1.9743601427811954,1.6666666666666667,12.0,1.2746951345084454
3917,2224,10214,1,4.592625899280575,4.0,22,2.607725732781843,60253,3,27.092176258992804,24.0,125,15.745903277538535,4314.700774217183,1.0,1.9400632977595247,1.75,12.0,0.8965298912923455
3918,127,451,1,3.5511811023622046,3.0,13,2.0459354262852316,2713,5,21.362204724409448,19.0,91,13.153350283180362,215.5561827061827,1.0,1.6972927772140372,1.5,6.0,0.7833480781612917
3919,929,4179,1,4.498385360602799,4.0,22,2.958449249031627,26858,6,28.910656620021527,25.0,148,18.62375847804515,1751.6009709932312,1.0,1.8854692906278054,1.5714285714285714,12.0,1.1184274412253976
3920,693,3276,1,4.7272727272727275,4.0,37,2.9488546187961844,20507,4,29.59163059163059,26.0,147,16.79661710097454,1248.798379711615,1.0,1.8020178639417246,1.6,7.0,0.7691733684468282
3921,474,2518,1,5.312236286919831,5.0,20,3.2700153000320493,15262,8,32.19831223628692,33.0,102,16.390927120209483,998.8160255808863,1.0,2.1072068050229666,1.75,14.0,1.4427433256290547
3922,501,2202,1,4.395209580838324,4.0,23,2.8739340643076745,13400,5,26.746506986027946,22.0,148,17.951200872767572,878.7683976580396,1.0,1.7540287378403985,1.5,7.0,0.8636191166587609
3923,1586,7476,1,4.7137452711223204,4.0,22,2.9288126332073605,46583,3,29.37137452711223,26.0,125,17.520898029566855,2774.1934696925023,1.0,1.7491762103988036,1.5,13.0,0.8790928251443267
3924,1643,6682,1,4.066950699939135,4.0,20,2.1232767495789355,41310,5,25.143031040779064,23.0,149,13.233069244256017,2738.59411976912,1.0,1.6668253924340353,1.5,7.0,0.721852596096367
3925,342,1511,1,4.418128654970761,4.0,15,2.6325325397499224,9551,5,27.926900584795323,25.0,100,16.107517462700518,668.62446997447,1.0,1.9550423098668714,1.6666666666666667,17.0,1.2536206420116536
3926,1295,5137,1,3.966795366795367,3.0,19,2.482640222333643,33196,4,25.633976833976835,22.0,118,16.274844401502772,2287.343775561384,1.0,1.7662886297771305,1.5,15.0,0.9528720556812201
4001,13,58,2,4.461538461538462,4.0,9,2.2216879699673027,344,10,26.46153846153846,21.0,50,12.913916167035884,21.022222222222222,1.0,1.6170940170940171,1.5,3.1666666666666665,0.6756244693257911
4002,54,184,1,3.4074074074074074,2.0,10,2.2780206446172926,1189,6,22.01851851851852,14.5,75,14.55307882972462,178.31706349206348,1.3333333333333333,3.3021678424456202,3.166666666666667,4.5,1.1193303279713005
4003,6,17,2,2.8333333333333335,3.0,4,0.752772652709081,123,7,20.5,19.5,37,11.131037687475503,13.666666666666666,1.0,2.2777777777777777,1.4166666666666665,4.5,1.66888740937943
4004,4,10,2,2.5,2.0,4,1.0,66,14,16.5,15.0,22,3.696845502136472,6.0,1.5,1.5,1.5,1.5,0.0
4005,46,219,1,4.760869565217392,4.0,12,2.5314447575221686,1532,6,33.30434782608695,30.0,100,17.957814226331656,102.11190476190477,1.0,2.2198240165631473,1.8571428571428572,7.0,1.2425531571269595
4006,20,82,1,4.1,4.0,10,2.1001253095445214,503,6,25.15,26.0,37,7.955633555107846,44.358333333333334,1.2,2.2179166666666665,1.9,7.0,1.286411991316743
4007,7,29,2,4.142857142857143,3.0,8,2.410295378065479,160,11,22.857142857142858,20.0,36,10.77695955002417,11.404761904761905,1.0,1.6292517006802723,1.5714285714285714,2.3333333333333335,0.5334798450362758
4008,136,656,1,4.823529411764706,4.0,27,3.5857379073029416,4101,5,30.154411764705884,25.5,149,18.998198228982467,267.6086385836386,1.0,1.967710577820872,1.5,23.0,2.0343178621359863
4009,936,3978,1,4.25,4.0,21,2.68756295784981,24536,5,26.213675213675213,23.0,110,15.117976867068705,2219.3245116897206,1.0,2.3710731962497014,1.75,20.0,2.5500916543075354
4010,1292,6580,1,5.0928792569659445,5.0,27,2.8709467085310822,39195,5,30.33668730650155,28.0,150,17.269462824882805,2785.256282279812,1.0,2.155771116315644,1.8,13.333333333333334,1.1905447478800153
4011,1872,10219,1,5.458867521367521,5.0,26,3.068680498120195,64759,4,34.5934829059829,34.0,147,19.03558849465991,4568.82928346201,1.0,2.440613933473296,2.3333333333333335,10.5,1.0042725718916978
4012,168,585,1,3.482142857142857,3.0,12,1.7542871841234582,3955,4,23.541666666666668,22.0,93,12.002920885369491,435.1638888888889,1.0,2.5902612433862435,2.25,14.0,2.184483235631257
4013,303,1198,1,3.953795379537954,3.0,21,2.12159593755037,7416,5,24.475247524752476,22.0,134,12.477206284939722,702.3240842490842,1.0,2.317901268148793,2.0,15.0,1.9318175142036764
4014,43,193,1,4.488372093023256,4.0,10,2.2400264988149434,1216,7,28.27906976744186,29.0,67,14.300059242959783,73.31547619047619,1.0,1.7050110741971207,1.5,4.0,0.7515800384085791
4015,221,1200,1,5.429864253393665,5.0,26,3.2600633679895363,8496,4,38.44343891402715,33.0,142,21.103052664400927,420.08218448218446,1.0,1.9008243641727804,1.6,11.0,1.323762589665171
4016,2369,11075,1,4.674968341072183,4.0,24,2.992792977613391,68174,3,28.777543267201352,23.0,150,17.717539853353195,5272.439338847427,1.0,2.225597019353072,2.0,16.0,1.2276045211080848
4017,36,135,1,3.75,4.0,7,1.6626141206803562,859,5,23.86111111111111,22.5,44,10.610379763710567,68.4095238095238,1.0,1.90026455026455,1.55,7.0,1.288179015442708
