iteration,seed,epoch,train_loss,train_acc,train_top1_acc,train_top2_acc,train_top3_acc,train_top4_acc,train_top5_acc,val_loss,val_acc,val_top1_acc,val_top2_acc,val_top3_acc,val_top4_acc,val_top5_acc
2,724791594,2,1.8244551969485983,0.6150178268885299,0.6150178268885299,0.7160394825288631,0.7620513304322873,0.7900672586687422,0.8098989351038363,1.7538652806054977,0.6296960191201733,0.6296960191201733,0.7271640899245649,0.7716035551572186,0.797669728881918,0.8173127193965195
2,724791594,3,1.4552392896931896,0.6762857176551057,0.6762857176551057,0.775220035299991,0.8177726413277199,0.8423607753418949,0.8599282207310793,1.6578498374848138,0.6509821495257301,0.6509821495257301,0.7472552095003361,0.7884083949510793,0.8146239450295019,0.8321756665919785
2,724791594,4,1.185775700049621,0.725717497867456,0.725717497867456,0.8198481864531371,0.8580452924828316,0.880420297887897,0.8947407730619401,1.6373227425983974,0.6622600642318321,0.6622600642318321,0.7536037045335723,0.7946075136305922,0.8197774292329524,0.8374038389722906
2,724791594,5,0.9551389676104609,0.7705775754645408,0.7705775754645408,0.8592088556592018,0.8926495041098153,0.9113529959786313,0.9235350307204264,1.6677690029144288,0.667338860258421,0.667338860258421,0.7578609306146837,0.7987153633579804,0.8239599671372022,0.8392710433938307
2,724791594,6,0.76032286185314,0.8109602934066064,0.8109602934066064,0.8914584242367065,0.9208462563534088,0.9363696042705913,0.9457370740317071,1.7241259711129324,0.6701023228023004,0.6701023228023004,0.7597281350362237,0.7978191052356411,0.8214205691239077,0.8376279035028755
2,724791594,7,0.6001085416831721,0.8451085140590665,0.8451085140590665,0.918908294711684,0.9434807048991513,0.9559261137383005,0.9632259002873529,1.8036108289446149,0.6751064306520278,0.6751064306520278,0.7588318769138845,0.7970722234670252,0.8192546119949212,0.8359100754350586
3,691504352,1,2.941784166534182,0.465708299428832,0.465708299428832,0.5584474293508811,0.6044356915142438,0.6351325322043626,0.6571734062918893,2.0282891500563847,0.5829412204048099,0.5829412204048099,0.6842183882291434,0.7305250578833371,0.7565165434311748,0.7784001792516244
3,691504352,2,1.8284886646078866,0.6123605001749276,0.6123605001749276,0.7145928904717541,0.7611354175265634,0.7895129937772956,0.8091441914218663,1.7442678076880318,0.6317125998954366,0.6317125998954366,0.7301516169990291,0.7739188886399283,0.8010306968406902,0.8197774292329524
3,691504352,3,1.4592090904172996,0.6751142925653817,0.6751142925653817,0.7742451580441132,0.8170493452991655,0.8420462988077408,0.8590476864354478,1.6529146909713746,0.6532974830084398,0.6532974830084398,0.7462095750242737,0.791470610202405,0.8154455149749794,0.8330719247143177
3,691504352,4,1.1851849410555493,0.7243023534637625,0.7243023534637625,0.8200919057671066,0.858713555117909,0.8808094625989127,0.8955073096139408,1.639618446713402,0.6630816341773097,0.6630816341773097,0.7537530808872955,0.7983419224736724,0.8241093434909254,0.8404660542236164
3,691504352,5,0.9569992838161332,0.7687968520898931,0.7687968520898931,0.857805504125539,0.8927320542000307,0.9113097554551851,0.9237040618575343,1.6660580226353237,0.670923892747778,0.670923892747778,0.7581596833221301,0.8002091268952125,0.8250802897901263,0.8421838822914333
3,691504352,6,0.7576549706054885,0.8107912622694985,0.8107912622694985,0.8915055957168296,0.9210585280139627,0.9366408402812992,0.9465704368472155,1.7241916798409962,0.6748076779445814,0.6748076779445814,0.7608484576891478,0.8009560086638285,0.8230637090148629,0.8412129359922325
3,691504352,7,0.5982965958909969,0.8453404405030052,0.8453404405030052,0.9196080050001769,0.9438816624801978,0.95627203792587,0.9636700983918456,1.8019426499094282,0.6721935917544253,0.6721935917544253,0.7572634251997908,0.7981178579430876,0.8234371498991709,0.8375532153260139
4,125430804,1,2.9206470684026566,0.46735143931978723,0.46735143931978723,0.5610064821475602,0.6074979067655696,0.6381829545856575,0.6605383052073384,2.0179677906490507,0.5836881021734259,0.5836881021734259,0.6833968182836657,0.7326910150123236,0.7603256404511166,0.7803420718500261
4,125430804,2,1.8214274638255596,0.6144163905169601,0.6144163905169601,0.7163343042796325,0.7629004170745034,0.7910224811412353,0.8101976878112827,1.7521592617034911,0.6298453954738965,0.6298453954738965,0.7313466278288147,0.7753379640002988,0.8017028904324446,0.8197774292329524
4,125430804,3,1.4523112766099888,0.6770090136836602,0.6770090136836602,0.7752003805166063,0.8173284432232273,0.842573047002449,0.860054011344741,1.675994754972912,0.6505340204645604,0.6505340204645604,0.7485995966838449,0.7888565240122488,0.8135036223765778,0.8329225483605945
4,125430804,4,1.1801535812482027,0.7252968855030248,0.7252968855030248,0.8202530749908605,0.8591538222657248,0.8809155984291898,0.8958414409314795,1.6382931845528739,0.6644260213608186,0.6644260213608186,0.7542012099484652,0.797669728881918,0.8218686981850774,0.8380013443871835
4,125430804,5,0.9501737987311554,0.7703456490206021,0.7703456490206021,0.8588196909481861,0.8928067423768923,0.9119937419169704,0.9242386719655963,1.686712510245187,0.6659944730749122,0.6659944730749122,0.7587571887370229,0.7975203525281948,0.823810590783479,0.84016730151617
4,125430804,6,0.7556974590874054,0.8100836900676518,0.8100836900676518,0.8923035799222456,0.9214398308116246,0.9370417978623458,0.9468416728579234,1.7170712777546473,0.6736126671147957,0.6736126671147957,0.7581596833221301,0.8000597505414893,0.8234371498991709,0.839420419747554
4,125430804,7,0.5920669471533966,0.8468656516936527,0.8468656516936527,0.9197180717871308,0.9445027536351522,0.9568734742974397,0.9643816015503693,1.8058964615776425,0.6715960863395325,0.6715960863395325,0.7622675330495182,0.8005078796026589,0.8236612144297558,0.8404660542236164
