model,top_1_acc,top_2_acc,top_3_acc,top_4_acc,top_5_acc
DBERT_fft_GOODS_DESCRIPTION_HS04_seed125430804,0.6644260213608186,0.7542012099484652,0.797669728881918,0.8218686981850774,0.8380013443871835
DBERT_fft_GOODS_DESCRIPTION_HS04_seed131345983,0.6628575696467249,0.7579356187915453,0.7996863096571812,0.8234371498991709,0.8389722906863843
DBERT_fft_GOODS_DESCRIPTION_HS04_seed691504352,0.6630816341773097,0.7537530808872955,0.7983419224736724,0.8241093434909254,0.8404660542236164
DBERT_fft_GOODS_DESCRIPTION_HS04_seed724791594,0.6622600642318321,0.7536037045335723,0.7946075136305922,0.8197774292329524,0.8374038389722906
DBERT_fft_GOODS_DESCRIPTION_HS04_seed742268813,0.6659944730749122,0.7570393606692061,0.7975203525281948,0.8217193218313541,0.8392710433938307
