,HS06,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text
,count,sum,min,mean,median,max,std,sum,min,mean,median,max,std,sum,min,mean,median,max,std,sum,min,mean,median,max,std
HS06,,,,,,,,,,,,,,,,,,,,,,,,,
721069,3,14,4,4.666666666666667,5.0,5,0.5773502691896258,101,32,33.666666666666664,32.0,37,2.88675134594813,5.65,1.0,1.8833333333333335,1.4,3.25,1.200347172002056,2.5573978424072266,0.8275394439697266,0.8524659474690756,0.8457876443862915,0.8840707540512085,0.028851292066930143
721070,74,347,1,4.6891891891891895,4.0,12,2.832906807047449,2740,5,37.027027027027025,32.0,85,21.80107636715175,236.76493506493506,1.0,3.1995261495261493,2.0,14.0,3.1236347088641434,62.77704709768295,0.7441423535346985,0.8483384742930129,0.8483422100543976,0.9190400838851928,0.03864050449143449
721090,26,139,1,5.346153846153846,6.0,14,2.924958908324118,889,11,34.19230769230769,37.0,59,15.661466676577213,55.182539682539684,1.0,2.1224053724053724,1.6904761904761905,6.0,1.1391881650406674,21.96803343296051,0.7631406784057617,0.8449243628061734,0.8423992097377777,0.9644896388053894,0.0431452731814591
721114,22,201,3,9.136363636363637,9.0,14,3.495513512863986,1092,15,49.63636363636363,44.5,83,20.70322140690614,36.31558441558442,1.0,1.6507083825265645,1.3785714285714286,6.0,1.0809087489302895,19.412817180156708,0.811237096786499,0.882400780916214,0.8734084665775299,0.9182339906692504,0.02677176332780521
721119,14,53,2,3.7857142857142856,3.0,7,2.044827298653527,313,9,22.357142857142858,20.5,43,11.256499953750776,22.323809523809523,1.0,1.5945578231292517,1.442857142857143,2.5,0.5908478599360325,11.749133467674255,0.78603595495224,0.8392238191195897,0.8299649059772491,0.9112806916236876,0.03419470501113254
721123,1,1,1,1.0,1.0,1,,5,5,5.0,5.0,5,,2.0,2.0,2.0,2.0,2.0,,0.8091952800750732,0.8091952800750732,0.8091952800750732,0.8091952800750732,0.8091952800750732,
721129,32,102,1,3.1875,3.0,6,1.1198358174592005,671,6,20.96875,22.0,36,8.479517541814245,56.63333333333333,1.0,1.7697916666666667,1.6666666666666667,3.25,0.6674248041357371,27.122310638427734,0.7851788401603699,0.8475722074508667,0.8533871173858643,0.9204989075660706,0.0329330411753081
721190,10,52,2,5.2,4.5,12,3.0840089349921005,260,10,26.0,20.5,52,14.087031072743628,19.016666666666666,1.0,1.9016666666666666,1.8333333333333335,3.0,0.7216429300689632,8.288025081157684,0.7810540795326233,0.8288025081157684,0.8306371867656708,0.8565629720687866,0.024418985182401234
721210,5,23,2,4.6,6.0,6,1.9493588689617927,221,12,44.2,60.0,69,27.788486824582588,12.666666666666666,1.0,2.533333333333333,3.333333333333333,4.0,1.4259499757471625,4.339945137500763,0.7859351634979248,0.8679890275001526,0.9089410305023192,0.919383704662323,0.06481836956764984
721220,3,14,3,4.666666666666667,3.0,8,2.886751345948129,109,22,36.333333333333336,23.0,64,23.96525262402492,5.291666666666667,1.625,1.763888888888889,1.6666666666666667,2.0,0.20553678592984362,2.5951255559921265,0.8291147351264954,0.8650418519973755,0.8333320021629333,0.9326788187026978,0.0586132731054734
721230,9,32,1,3.5555555555555554,3.0,9,2.2973414586817036,209,9,23.22222222222222,20.0,58,14.39425039536427,16.955555555555556,1.0,1.8839506172839506,1.6666666666666667,4.0,0.8437700360878702,7.617766320705414,0.7710705399513245,0.8464184800783793,0.8495452404022217,0.9129169583320618,0.046675782229581776
721240,7,30,3,4.285714285714286,4.0,7,1.3801311186847083,221,18,31.571428571428573,27.0,54,12.353908192108587,12.278571428571428,1.0,1.7540816326530613,1.6666666666666667,2.4285714285714284,0.5330829810045038,6.052920460700989,0.804628849029541,0.8647029229572841,0.8546952605247498,0.9329022765159608,0.040613036588865614
721250,4,26,3,6.5,5.5,12,3.872983346207417,206,25,51.5,41.0,99,32.80751946327752,8.733333333333333,1.3333333333333333,2.183333333333333,2.2,3.0,0.9433981132056605,3.3731003403663635,0.8042207360267639,0.8432750850915909,0.8438712358474731,0.8811371326446533,0.03971292639340773
721310,6,17,1,2.8333333333333335,2.0,8,2.5625508125043424,106,8,17.666666666666668,11.0,53,17.397317800933184,11.25,1.0,1.875,1.875,3.0,0.6661456297237114,4.865900337696075,0.7772283554077148,0.8109833896160126,0.7984987795352936,0.9030049443244934,0.04593371176103778
721320,4,13,2,3.25,3.0,5,1.4999999999999998,81,8,20.25,17.5,38,13.720422734012244,7.15,1.0,1.7875,1.875,2.4,0.6562202374203345,3.2293142676353455,0.7496762275695801,0.8073285669088364,0.7928701341152191,0.8938977718353271,0.06724909982198862
721391,39,254,2,6.512820512820513,6.0,15,3.127734970531221,1421,8,36.43589743589744,33.0,83,18.933116172178412,59.06424963924964,1.0,1.5144679394679395,1.5,2.090909090909091,0.3643662526893133,34.05129426717758,0.7960919141769409,0.8731101094148098,0.8761153221130371,0.909089982509613,0.0273555457514245
721399,5,27,2,5.4,3.0,12,4.449719092257397,139,10,27.8,22.0,54,19.498717906570164,7.916666666666667,1.0,1.5833333333333335,1.4166666666666667,3.0,0.8249579113843054,4.170898675918579,0.7756128311157227,0.8341797351837158,0.8465710878372192,0.8628084659576416,0.03407267044783563
721410,1,3,3,3.0,3.0,3,,19,19,19.0,19.0,19,,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,,0.8550688624382019,0.8550688624382019,0.8550688624382019,0.8550688624382019,0.8550688624382019,
721420,60,250,2,4.166666666666667,4.0,9,1.6891143669487774,1483,6,24.716666666666665,24.0,82,14.540523929975567,112.93333333333334,1.0,1.8822222222222222,1.775,4.6,0.7736668666745925,49.45535087585449,0.7570100426673889,0.8242558479309082,0.8228708207607269,0.8778822422027588,0.028249755359621084
721430,5,19,3,3.8,4.0,5,0.8366600265340756,110,13,22.0,20.0,39,10.295630140987,11.6,1.3333333333333333,2.32,1.6666666666666667,4.75,1.398977801428203,4.044351398944855,0.7919328212738037,0.808870279788971,0.8023260235786438,0.8369755148887634,0.018259603698233182
721491,1,6,6,6.0,6.0,6,,43,43,43.0,43.0,43,,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,,0.8448606729507446,0.8448606729507446,0.8448606729507446,0.8448606729507446,0.8448606729507446,
721499,69,470,1,6.811594202898551,5.0,16,4.376660566603265,2926,7,42.405797101449274,35.0,100,27.9096856688623,121.30942113442113,1.0,1.75810755267277,1.5833333333333333,5.0,0.733464291197175,58.63076192140579,0.7744210958480835,0.8497211872667506,0.8549098968505859,0.9032148122787476,0.03331775597051658
721510,9,55,2,6.111111111111111,5.0,14,3.551212625443753,280,10,31.11111111111111,26.0,58,15.349629021937668,16.729761904761904,1.0,1.8588624338624338,2.0,2.6,0.5309040360461086,7.423746109008789,0.7433724403381348,0.8248606787787544,0.8279610276222229,0.8678844571113586,0.03897269086247757
721550,9,38,2,4.222222222222222,3.0,8,2.3333333333333335,173,10,19.22222222222222,14.0,35,9.49707557327225,13.125,1.0,1.4583333333333333,1.3333333333333333,2.375,0.4832255626976334,7.264740288257599,0.7717825174331665,0.8071933653619554,0.8024475574493408,0.8410434126853943,0.02635217719159884
721590,87,410,1,4.712643678160919,4.0,15,2.7190458568325777,2285,5,26.264367816091955,24.0,76,15.802163356542648,148.9436507936508,1.0,1.7119959861339171,1.4285714285714286,7.0,1.0072296272828911,74.91798704862595,0.7700426578521729,0.8611262879152407,0.861789882183075,0.9170154333114624,0.030442587039731656
721610,17,44,1,2.588235294117647,2.0,5,0.9393364366277243,270,7,15.882352941176471,17.0,25,6.009184147423597,38.11666666666667,1.0,2.242156862745098,1.6666666666666667,4.0,1.2640889017921115,14.014842808246613,0.7638196349143982,0.8244025181321537,0.8355253338813782,0.8722890615463257,0.03251100880223788
721621,13,36,1,2.769230769230769,2.0,6,1.640825308284734,202,4,15.538461538461538,11.0,37,10.775089981181784,21.0,1.0,1.6153846153846154,1.0,3.5,0.9388345202485135,10.943243265151978,0.7863627672195435,0.841787943473229,0.8324528932571411,0.8865758776664734,0.03495786228987729
721622,6,14,2,2.3333333333333335,2.0,3,0.5163977794943222,92,10,15.333333333333334,14.5,21,4.033195589934446,17.0,1.0,2.8333333333333335,2.5,5.0,1.8348478592697182,5.000106751918793,0.7977522611618042,0.8333511253197988,0.8364354372024536,0.8503599762916565,0.018691509703805547
721631,19,98,1,5.157894736842105,4.0,18,5.220293285659733,568,6,29.894736842105264,21.0,109,28.907697430965232,47.49823232323232,1.0,2.4999069643806484,1.5,15.0,3.103546023468637,15.7080237865448,0.7551054358482361,0.8267380940286737,0.8166482448577881,0.9109209775924684,0.04894845665334737
721632,21,87,1,4.142857142857143,3.0,16,3.623337056991997,563,3,26.80952380952381,17.0,104,24.061627225977563,55.11666666666667,1.0,2.6246031746031746,1.8,8.5,2.189269264347485,17.515856683254242,0.7766331434249878,0.8340884134882972,0.8382947444915771,0.9112080335617064,0.03639931180181287
721633,9,31,2,3.4444444444444446,4.0,4,0.881917103688197,189,7,21.0,25.0,25,6.557438524302,27.916666666666668,1.0,3.101851851851852,4.0,4.5,1.4360063361736481,7.394688606262207,0.7809579372406006,0.8216320673624674,0.8365688920021057,0.8413178324699402,0.02592305601039062
721640,4,11,1,2.75,2.5,5,2.0615528128088303,66,5,16.5,16.5,28,12.7148207485071,6.85,1.0,1.7125,1.3,3.25,1.063308515906837,3.2865416407585144,0.7858322858810425,0.8216354101896286,0.8276410102844238,0.8454273343086243,0.027741043031058628
721650,34,177,2,5.205882352941177,4.5,15,3.2077501958651773,993,10,29.205882352941178,22.0,84,17.80837292308194,68.77316017316018,1.0,2.0227400050929463,1.5476190476190477,5.0,1.1684694162073042,28.56136053800583,0.7786638736724854,0.8400400158237008,0.8369224667549133,0.900781273841858,0.03462297151214342
721661,7,27,1,3.857142857142857,4.0,7,1.864454471471609,176,6,25.142857142857142,26.0,44,12.03368288636209,11.926190476190477,1.1428571428571428,1.7037414965986397,1.6666666666666667,3.0,0.6512849343042241,5.973456084728241,0.8177124261856079,0.8533508692468915,0.8498539328575134,0.8961273431777954,0.028149253872405508
721669,9,29,1,3.2222222222222223,3.0,5,1.5634719199411433,219,9,24.333333333333332,22.0,62,15.819292019556375,25.316666666666666,1.0,2.812962962962963,1.2,12.0,3.7014428284583403,7.648891806602478,0.8150569796562195,0.8498768674002753,0.8497000932693481,0.8797428607940674,0.023829775045576065
721691,19,159,2,8.368421052631579,10.0,11,3.235403569465476,920,8,48.421052631578945,59.0,65,17.764871045826755,32.30505050505051,1.0,1.70026581605529,1.6363636363636365,2.75,0.380757928521656,16.492644727230072,0.8040487170219421,0.8680339330121091,0.8828054070472717,0.8957922458648682,0.02585035679824643
721699,73,523,1,7.164383561643835,5.0,17,5.413495735018119,3359,2,46.013698630136986,27.0,118,34.48328626977815,152.662704860499,1.0,2.0912699295958768,1.75,14.333333333333334,1.6514838209858689,64.02092671394348,0.8155779838562012,0.8769989960814175,0.8749285936355591,0.9280441999435424,0.03013527067571966
721710,11,69,2,6.2727272727272725,5.0,12,3.635681754249376,412,12,37.45454545454545,28.0,70,22.223247451097855,18.796464646464646,1.0,1.7087695133149678,1.6666666666666667,2.5,0.4581923439952609,9.154487371444702,0.7580347061157227,0.8322261246767911,0.840924859046936,0.8960126638412476,0.049686817540989456
721720,60,353,2,5.883333333333334,5.0,21,4.088394764624917,2279,9,37.983333333333334,29.0,128,25.870270658707884,112.8681191615402,1.0,1.8811353193590035,1.846590909090909,3.6,0.5856577178941246,51.932046353816986,0.7878047823905945,0.8655341058969498,0.8609116673469543,0.950249195098877,0.03456424023240532
721730,3,13,4,4.333333333333333,4.0,5,0.5773502691896258,64,21,21.333333333333332,21.0,22,0.5773502691896263,4.0,1.0,1.3333333333333333,1.0,2.0,0.5773502691896257,2.5850210189819336,0.838100254535675,0.8616736729939779,0.8635020852088928,0.8834186792373657,0.022714471659746775
721790,57,230,2,4.035087719298246,4.0,9,1.8221348574121758,1367,7,23.982456140350877,21.0,53,10.558495611304426,96.83968253968254,1.0,1.698941798941799,1.6,7.333333333333333,0.933255482668259,49.51378637552261,0.7864882349967957,0.8686629188688177,0.8742361068725586,0.9589232206344604,0.03795103309681318
721810,1,7,7,7.0,7.0,7,,37,37,37.0,37.0,37,,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.2857142857142858,,0.8592033982276917,0.8592033982276917,0.8592033982276917,0.8592033982276917,0.8592033982276917,
721891,1,4,4,4.0,4.0,4,,21,21,21.0,21.0,21,,1.25,1.25,1.25,1.25,1.25,,0.836808979511261,0.836808979511261,0.836808979511261,0.836808979511261,0.836808979511261,
721899,1,2,2,2.0,2.0,2,,10,10,10.0,10.0,10,,1.0,1.0,1.0,1.0,1.0,,0.8212517499923706,0.8212517499923706,0.8212517499923706,0.8212517499923706,0.8212517499923706,
721911,3,18,4,6.0,4.0,10,3.4641016151377544,92,19,30.666666666666668,19.0,54,20.207259421636902,3.5,1.0,1.1666666666666667,1.0,1.5,0.2886751345948129,2.532136559486389,0.8311282396316528,0.8440455198287964,0.8345433473587036,0.8664649724960327,0.019490757646142904
721912,2,6,3,3.0,3.0,3,0.0,35,17,17.5,17.5,18,0.7071067811865476,4.0,2.0,2.0,2.0,2.0,0.0,1.6527984142303467,0.7989580631256104,0.8263992071151733,0.8263992071151733,0.8538403511047363,0.038807637997072916
721913,2,17,7,8.5,8.5,10,2.1213203435596424,82,26,41.0,41.0,56,21.213203435596427,2.685714285714286,1.2857142857142858,1.342857142857143,1.342857142857143,1.4,0.08081220356417665,1.755939245223999,0.864497721195221,0.8779696226119995,0.8779696226119995,0.8914415240287781,0.01905214569456156
721921,3,15,2,5.0,4.0,9,3.605551275463989,100,15,33.333333333333336,38.0,47,16.502525059315417,6.916666666666667,1.6666666666666667,2.305555555555556,2.0,3.25,0.8347210667398176,2.6106664538383484,0.8437387943267822,0.8702221512794495,0.8815215826034546,0.8854060769081116,0.023017351511686115
721922,2,4,1,2.0,2.0,3,1.4142135623730951,42,19,21.0,21.0,23,2.8284271247461903,16.333333333333332,2.333333333333333,8.166666666666666,8.166666666666666,14.0,8.249579113843055,1.686812698841095,0.8349533081054688,0.8434063494205475,0.8434063494205475,0.8518593907356262,0.01195440567108445
721923,2,34,16,17.0,17.0,18,1.4142135623730951,208,102,104.0,104.0,106,2.8284271247461903,3.423611111111111,1.6111111111111112,1.7118055555555556,1.7118055555555556,1.8125,0.14240344898895746,1.8597617149353027,0.9277973771095276,0.9298808574676514,0.9298808574676514,0.9319643378257751,0.0029464861793966016
721924,3,19,5,6.333333333333333,6.0,8,1.5275252316519465,119,34,39.666666666666664,36.0,49,8.144527815247077,5.566666666666666,1.1666666666666667,1.8555555555555554,2.0,2.4,0.6292264504341232,2.7029519081115723,0.8894243240356445,0.900983969370524,0.8987909555435181,0.9147366285324096,0.012797858100804136
721933,1,10,10,10.0,10.0,10,,67,67,67.0,67.0,67,,1.8,1.8,1.8,1.8,1.8,,0.9358601570129396,0.9358601570129396,0.9358601570129396,0.9358601570129396,0.9358601570129396,
721934,2,7,3,3.5,3.5,4,0.7071067811865476,42,17,21.0,21.0,25,5.656854249492381,5.666666666666666,2.6666666666666665,2.833333333333333,2.833333333333333,3.0,0.2357022603955161,1.7293416261672974,0.8559494614601135,0.8646708130836487,0.8646708130836487,0.8733921647071838,0.012333853748228029
721935,3,8,2,2.6666666666666665,3.0,3,0.5773502691896258,58,17,19.333333333333332,20.0,21,2.081665999466133,4.833333333333333,1.0,1.611111111111111,1.3333333333333333,2.5,0.787635937708768,2.580612540245056,0.8277833461761475,0.8602041800816854,0.8474078178405762,0.9054213762283324,0.04036986614481469
721990,13,80,1,6.153846153846154,5.0,13,3.8911470855039187,502,10,38.61538461538461,27.0,79,25.048414658877654,29.90004995004995,1.0,2.3000038423115345,1.818181818181818,6.0,1.4009433813806613,11.379930436611176,0.8156957626342773,0.8753792643547058,0.8789963722229004,0.9453634023666382,0.03570812271380126
722011,3,24,2,8.0,10.0,12,5.291502622129181,125,22,41.666666666666664,49.0,54,17.21433511156714,5.916666666666667,1.4166666666666667,1.9722222222222223,1.5,3.0,0.8910563851303022,2.6284902691841125,0.8547109961509705,0.8761634230613708,0.8852035999298096,0.8885756731033325,0.018654696047683314
722012,1,6,6,6.0,6.0,6,,37,37,37.0,37.0,37,,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,,0.9007771015167236,0.9007771015167236,0.9007771015167236,0.9007771015167236,0.9007771015167236,
722020,3,8,2,2.6666666666666665,3.0,3,0.5773502691896258,52,10,17.333333333333332,15.0,27,8.736894948054106,4.333333333333333,1.0,1.4444444444444444,1.3333333333333333,2.0,0.5091750772173156,2.5974035263061523,0.8283157348632812,0.8658011754353842,0.8593181371688843,0.9097696542739868,0.041112134288006794
722090,10,47,2,4.7,3.5,9,2.7100635498903793,351,10,35.1,23.0,80,25.688086300419066,16.289682539682538,1.0,1.6289682539682537,1.5892857142857144,3.0,0.624162746503494,8.81312471628189,0.7970763444900513,0.881312471628189,0.8703060448169708,0.958760142326355,0.05527095044464637
722100,3,20,2,6.666666666666667,2.0,16,8.082903768654761,105,7,35.0,13.0,85,43.40506882842141,3.3125,1.0,1.1041666666666667,1.0,1.3125,0.180421959121758,0.0,,,,,
722211,9,42,2,4.666666666666667,3.0,14,3.7416573867739413,269,8,29.88888888888889,21.0,96,26.155517794742874,11.442857142857143,1.0,1.2714285714285714,1.0,1.8,0.34383128805931273,7.684388101100922,0.8146127462387085,0.8538209001223246,0.8443138599395752,0.9149757623672484,0.03400416786923623
722219,8,32,2,4.0,3.5,9,2.267786838055363,201,11,25.125,24.5,52,13.141401316885068,14.2,1.0,1.775,1.5833333333333335,3.0,0.6199718375580292,6.766253173351288,0.8208471536636353,0.845781646668911,0.8421232998371124,0.8938124179840088,0.023679451894758084
722220,6,31,3,5.166666666666667,5.0,7,1.7224014243685082,180,16,30.0,33.0,41,9.591663046625438,9.571428571428571,1.0,1.5952380952380951,1.4523809523809523,3.0,0.7424602114139719,5.12109112739563,0.8346908092498779,0.8535151878992716,0.8463723659515381,0.8879956007003784,0.020903303563823215
722230,34,143,1,4.205882352941177,3.5,14,3.328293873285812,863,3,25.38235294117647,19.0,95,23.26659030882975,64.10274725274725,1.0,1.8853749191984486,1.5857142857142859,5.0,0.8190356019717199,29.247466683387756,0.7952765822410583,0.860219608334934,0.8525879085063934,0.9268888831138612,0.031701501348008775
722240,7,19,2,2.7142857142857144,3.0,4,0.7559289460184545,110,9,15.714285714285714,13.0,22,5.707138387268052,8.25,1.0,1.1785714285714286,1.0,1.75,0.31339158526400435,5.838214874267578,0.810653805732727,0.8340306963239398,0.8313027620315552,0.8534992933273315,0.01547116060960479
722300,19,75,2,3.9473684210526314,3.0,7,1.580213916971944,427,7,22.473684210526315,17.0,44,11.320426086664128,32.88809523809524,1.0,1.730952380952381,1.5714285714285714,3.25,0.7260685993658826,0.0,,,,,
722410,1,2,2,2.0,2.0,2,,10,10,10.0,10.0,10,,1.0,1.0,1.0,1.0,1.0,,0.8230593204498291,0.8230593204498291,0.8230593204498291,0.8230593204498291,0.8230593204498291,
722490,2,9,4,4.5,4.5,5,0.7071067811865476,49,22,24.5,24.5,27,3.5355339059327378,2.4,1.0,1.2,1.2,1.4,0.28284271247461895,1.651623785495758,0.8074358105659485,0.825811892747879,0.825811892747879,0.8441879749298096,0.02598770464496875
722511,2,22,8,11.0,11.0,14,4.242640687119285,157,57,78.5,78.5,100,30.405591591021544,3.1071428571428568,1.25,1.5535714285714284,1.5535714285714284,1.8571428571428568,0.4293148314346893,1.8422759771347046,0.912429928779602,0.9211379885673523,0.9211379885673523,0.9298460483551024,0.012315056253792053
722519,2,6,2,3.0,3.0,4,1.4142135623730951,39,16,19.5,19.5,23,4.949747468305833,2.0,1.0,1.0,1.0,1.0,0.0,1.6605470180511475,0.8100521564483643,0.8302735090255737,0.8302735090255737,0.8504948616027832,0.028597311064217774
722530,1,2,2,2.0,2.0,2,,16,16,16.0,16.0,16,,2.0,2.0,2.0,2.0,2.0,,0.8114303350448608,0.8114303350448608,0.8114303350448608,0.8114303350448608,0.8114303350448608,
722540,7,34,2,4.857142857142857,3.0,9,2.9680841985233184,224,9,32.0,29.0,59,19.070046320517072,11.577777777777778,1.0,1.6539682539682539,1.3333333333333333,3.333333333333333,0.782194564205595,6.008991360664368,0.7846076488494873,0.8584273372377668,0.863182544708252,0.917685329914093,0.051664778605897445
722592,1,10,10,10.0,10.0,10,,34,34,34.0,34.0,34,,1.0,1.0,1.0,1.0,1.0,,0.8481014966964722,0.8481014966964722,0.8481014966964722,0.8481014966964722,0.8481014966964722,
722599,4,15,3,3.75,3.5,5,0.9574271077563382,99,21,24.75,22.0,34,6.238322424070968,5.65,1.0,1.4125,1.2,2.25,0.5893145736079047,3.47884601354599,0.8417957425117493,0.8697115033864975,0.8634220659732819,0.910206139087677,0.033831026216884365
722611,8,45,3,5.625,5.5,10,2.1998376563477846,303,19,37.875,36.0,65,14.376940862764533,8.1,1.0,1.0125,1.0,1.1,0.03535533905932742,7.205921828746796,0.8643878698348999,0.9007402285933495,0.9091770350933074,0.9163418412208556,0.01984963961358288
722619,1,6,6,6.0,6.0,6,,37,37,37.0,37.0,37,,1.5,1.5,1.5,1.5,1.5,,0.8336945176124573,0.8336945176124573,0.8336945176124573,0.8336945176124573,0.8336945176124573,
722620,1,14,14,14.0,14.0,14,,97,97,97.0,97.0,97,,1.5,1.5,1.5,1.5,1.5,,0.9032376408576964,0.9032376408576964,0.9032376408576964,0.9032376408576964,0.9032376408576964,
722699,4,15,2,3.75,4.0,5,1.5,92,11,23.0,22.5,36,10.424330514074594,6.4,1.0,1.6,1.5,2.4,0.7118052168020874,3.5718928575515747,0.8664616346359253,0.8929732143878937,0.8917330503463745,0.9219651222229004,0.022705143479252347
722710,3,10,2,3.3333333333333335,4.0,4,1.1547005383792515,53,15,17.666666666666668,17.0,21,3.0550504633038935,4.0,1.0,1.3333333333333333,1.5,1.5,0.2886751345948129,2.568734288215637,0.8363800644874573,0.8562447627385458,0.8628091812133789,0.869545042514801,0.01752990685437594
722720,1,3,3,3.0,3.0,3,,23,23,23.0,23.0,23,,1.0,1.0,1.0,1.0,1.0,,0.7941017746925354,0.7941017746925354,0.7941017746925354,0.7941017746925354,0.7941017746925354,
722790,1,5,5,5.0,5.0,5,,28,28,28.0,28.0,28,,1.0,1.0,1.0,1.0,1.0,,0.8608448505401611,0.8608448505401611,0.8608448505401611,0.8608448505401611,0.8608448505401611,
722810,6,15,1,2.5,2.5,4,1.0488088481701516,108,3,18.0,17.0,33,10.677078252031311,15.916666666666666,1.0,2.6527777777777777,2.375,5.5,1.5132898916917064,4.9119903445243835,0.7603989243507385,0.8186650574207306,0.8321231305599213,0.8653395175933838,0.04585772469826381
722820,3,19,6,6.333333333333333,6.0,7,0.5773502691896258,104,26,34.666666666666664,36.0,42,8.082903768654761,5.476190476190476,1.0,1.8253968253968254,1.3333333333333333,3.142857142857143,1.1530628967405718,2.607844352722168,0.8158409595489502,0.8692814509073893,0.8704366087913513,0.9215667843818665,0.05287237749007303
722830,30,139,2,4.633333333333334,4.0,10,1.938419785383913,786,7,26.2,19.0,87,17.001825459800404,52.40595238095238,1.0,1.7468650793650793,1.5,4.5,0.7324609147568673,24.479404270648956,0.7537441253662109,0.8159801423549652,0.8130142986774445,0.8667439222335815,0.0312784801987429
722840,2,6,2,3.0,3.0,4,1.4142135623730951,29,5,14.5,14.5,24,13.435028842544403,2.5,1.0,1.25,1.25,1.5,0.3535533905932738,1.5461645126342773,0.7574868202209473,0.7730822563171387,0.7730822563171387,0.7886776924133301,0.022055277238356805
722850,2,4,1,2.0,2.0,3,1.4142135623730951,22,5,11.0,11.0,17,8.48528137423857,4.0,1.0,2.0,2.0,3.0,1.4142135623730951,1.5734150409698486,0.7775019407272339,0.7867075204849243,0.7867075204849243,0.7959131002426147,0.013018655742833035
722860,33,199,2,6.03030303030303,4.0,30,5.22305495187472,1155,7,35.0,29.0,150,27.86687101200994,66.48621933621934,1.0,2.0147339192793736,1.6363636363636365,5.666666666666667,1.0897610666921387,27.630584001541138,0.7457097768783569,0.8372904242891254,0.8471308946609497,0.9032684564590454,0.03718623689714947
722870,27,191,2,7.074074074074074,8.0,9,1.9792369533178478,967,10,35.81481481481482,40.0,42,9.152708876178668,33.923809523809524,1.0,1.256437389770723,1.1428571428571428,2.5,0.2903088662286838,22.096315681934357,0.7648581266403198,0.818382062293865,0.8210044503211975,0.8702396750450134,0.022102649012184807
722880,15,82,2,5.466666666666667,5.0,10,2.6421491973301547,397,7,26.466666666666665,24.0,50,13.015741385319693,30.992857142857144,1.0,2.066190476190476,1.9,3.142857142857143,0.5935910546294093,12.526590883731842,0.7808424830436707,0.8351060589154561,0.8366562724113464,0.8721187114715576,0.02559113872227128
722920,1,4,4,4.0,4.0,4,,24,24,24.0,24.0,24,,1.25,1.25,1.25,1.25,1.25,,0.8701589107513428,0.8701589107513428,0.8701589107513428,0.8701589107513428,0.8701589107513428,
722990,27,151,2,5.592592592592593,6.0,12,2.2059231324089392,876,11,32.44444444444444,31.0,65,13.94862367992278,49.24126984126984,1.0,1.823750734861846,1.8,3.333333333333333,0.5545988918185302,24.556888043880463,0.8762900233268738,0.9095143719955727,0.9103299975395204,0.9386279582977296,0.017606081188729777
730110,5,16,2,3.2,4.0,4,1.0954451150103324,108,11,21.6,21.0,32,9.343446901438464,6.75,1.0,1.35,1.25,2.0,0.4183300132670378,3.9054829478263855,0.7522169351577759,0.781096589565277,0.7626752853393555,0.8384139537811279,0.035349615678841796
730120,10,42,2,4.2,3.5,8,2.0976176963403033,233,12,23.3,20.5,48,11.71940461134628,15.279761904761905,1.0,1.5279761904761906,1.619047619047619,2.1666666666666665,0.462195556339876,7.309795081615448,0.6959274411201477,0.7309795081615448,0.7371945381164551,0.7612259387969971,0.023156173034381024
730210,14,46,1,3.2857142857142856,2.5,7,1.8985245861972935,292,4,20.857142857142858,14.5,54,15.93186040059904,20.87857142857143,1.0,1.491326530612245,1.0,4.2,0.9986025501424133,11.305010855197906,0.7639586925506592,0.8075007753712791,0.8074834942817688,0.8514813184738159,0.022455095888555925
730230,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,1.0,1.0,1.0,1.0,1.0,,0.8000369071960449,0.8000369071960449,0.8000369071960449,0.8000369071960449,0.8000369071960449,
730240,4,15,2,3.75,3.0,7,2.217355782608345,91,15,22.75,20.0,36,9.17877987534291,6.9523809523809526,1.0,1.7380952380952381,1.6428571428571428,2.6666666666666665,0.7483920783572243,3.1343841552734375,0.7552803754806519,0.7835960388183594,0.7888200283050537,0.8014637231826782,0.021906182297665347
730290,8,36,2,4.5,2.0,14,4.242640687119285,211,10,26.375,15.5,74,22.05795936682656,14.071428571428571,1.0,1.7589285714285714,1.8333333333333335,2.5,0.6089492269456728,6.379923522472382,0.758092999458313,0.7974904403090477,0.7892760634422302,0.8555315732955933,0.03552099061271627
