,HS06,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator
250610,14,44,2,3.142857142857143,3.0,5,1.0994504121565505,304,10,21.714285714285715,22.0,34,8.118625986710308,30.233333333333334,1.0,2.1595238095238094,1.4166666666666665,11.0,2.6031597687120134
250620,1,1,1,1.0,1.0,1,,9,9,9.0,9.0,9,,2.0,2.0,2.0,2.0,2.0,
250700,35,149,1,4.257142857142857,4.0,13,2.3682067817959935,1035,9,29.571428571428573,30.0,84,14.24426760714167,103.49273504273505,1.4,2.956935286935287,2.6666666666666665,7.0,1.240392106328523
250810,30,106,1,3.533333333333333,3.0,7,1.6965143440419919,641,8,21.366666666666667,22.0,41,8.786680096967043,63.345238095238095,1.0,2.1115079365079366,2.0,4.0,0.6733203860133598
250830,1,2,2,2.0,2.0,2,,9,9,9.0,9.0,9,,1.0,1.0,1.0,1.0,1.0,
250840,9,23,1,2.5555555555555554,2.0,8,2.1278575558006176,146,6,16.22222222222222,13.0,55,15.064675384635557,18.125,1.0,2.013888888888889,2.0,3.0,0.7406828681096325
250870,1,5,5,5.0,5.0,5,,31,31,31.0,31.0,31,,3.6,3.6,3.6,3.6,3.6,
250900,7,18,2,2.5714285714285716,2.0,5,1.1338934190276817,119,9,17.0,14.0,40,10.739335795724674,10.3,1.0,1.4714285714285715,1.0,3.0,0.7454624643228428
251110,8,22,2,2.75,2.0,6,1.3887301496588271,142,10,17.75,13.5,46,11.65884091273963,15.666666666666668,1.5,1.9583333333333335,2.0,2.5,0.292091527294888
251120,1,2,2,2.0,2.0,2,,16,16,16.0,16.0,16,,4.0,4.0,4.0,4.0,4.0,
251200,31,154,1,4.967741935483871,4.0,15,3.3214843164639705,1031,7,33.25806451612903,33.0,98,22.72438886884234,74.04646464646464,1.2222222222222223,2.388595633756924,2.3333333333333335,4.0,0.7506367483068006
251310,1,3,3,3.0,3.0,3,,20,20,20.0,20.0,20,,2.0,2.0,2.0,2.0,2.0,
251320,3,9,2,3.0,3.0,4,1.0,53,14,17.666666666666668,16.0,23,4.725815626252609,4.0,1.0,1.3333333333333333,1.0,2.0,0.5773502691896258
251511,1,2,2,2.0,2.0,2,,12,12,12.0,12.0,12,,1.5,1.5,1.5,1.5,1.5,
251512,1,3,3,3.0,3.0,3,,11,11,11.0,11.0,11,,1.0,1.0,1.0,1.0,1.0,
251520,2,5,1,2.5,2.5,4,2.1213203435596424,28,6,14.0,14.0,22,11.313708498984761,2.0,1.0,1.0,1.0,1.0,0.0
251612,2,5,2,2.5,2.5,3,0.7071067811865476,38,19,19.0,19.0,19,0.0,2.5,1.0,1.25,1.25,1.5,0.3535533905932738
251620,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,1.0,1.0,1.0,1.0,1.0,
251710,28,65,1,2.3214285714285716,1.0,10,2.404526155346627,518,6,18.5,13.0,76,16.086571349351537,77.16666666666667,1.0,2.755952380952381,2.25,7.0,1.6588719845192779
251720,1,2,2,2.0,2.0,2,,10,10,10.0,10.0,10,,1.0,1.0,1.0,1.0,1.0,
251741,7,27,1,3.857142857142857,4.0,8,2.410295378065479,184,6,26.285714285714285,24.0,53,16.080156360291667,11.075,1.0,1.582142857142857,1.2,2.5,0.6841531087340583
251749,26,135,2,5.1923076923076925,5.0,10,2.298159798956213,906,14,34.84615384615385,30.0,77,16.908441223701985,33.71666666666667,1.0,1.2967948717948719,1.0,2.5,0.43959064312524543
251820,1,3,3,3.0,3.0,3,,23,23,23.0,23.0,23,,2.0,2.0,2.0,2.0,2.0,
251830,1,3,3,3.0,3.0,3,,26,26,26.0,26.0,26,,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,
251990,4,23,2,5.75,6.0,9,3.304037933599835,143,16,35.75,34.5,58,18.874586088176873,7.888888888888889,1.25,1.9722222222222223,1.9444444444444444,2.75,0.6148873228105182
252010,15,72,1,4.8,4.0,13,3.3423687066852112,427,6,28.466666666666665,25.0,61,17.282801801074907,34.35018315018315,1.6666666666666667,2.29001221001221,2.0,4.0,0.6617282365691401
252020,62,319,2,5.145161290322581,4.5,13,2.6354877869567725,2000,12,32.25806451612903,28.0,71,14.080489330951822,127.32026862026862,1.0,2.053552719681752,1.9375,6.0,0.8854697325943851
252100,9,19,1,2.111111111111111,2.0,3,0.7817359599705717,131,8,14.555555555555555,15.0,25,5.981452814975453,19.5,1.0,2.1666666666666665,1.6666666666666667,5.0,1.452966314513558
252210,6,18,1,3.0,3.5,4,1.2649110640673518,110,9,18.333333333333332,20.0,25,6.97614984548545,11.083333333333332,1.0,1.847222222222222,1.7916666666666665,3.0,0.8505172717997146
252220,3,13,2,4.333333333333333,4.0,7,2.516611478423583,93,13,31.0,27.0,53,20.29778313018444,4.964285714285714,1.5,1.6547619047619049,1.7142857142857142,1.75,0.13521210347143517
252230,3,7,2,2.3333333333333335,2.0,3,0.5773502691896258,44,12,14.666666666666666,14.0,18,3.055050463303893,4.5,1.0,1.5,1.5,2.0,0.5
252310,19,84,1,4.421052631578948,5.0,10,2.2928824526173313,592,7,31.157894736842106,37.0,63,15.122695078349912,52.1,1.3333333333333333,2.7421052631578946,3.0,5.0,0.9070942690787169
252321,45,483,1,10.733333333333333,11.0,21,7.053045763743104,3003,7,66.73333333333333,56.0,126,43.31932174403976,85.79116677096553,1.0,1.906470372688123,1.7894736842105263,3.1666666666666665,0.5279788365831232
252329,29,119,2,4.103448275862069,4.0,8,1.5662700822155002,722,12,24.896551724137932,25.0,43,7.79809879570567,65.64761904761905,1.0,2.263711001642036,2.3333333333333335,4.5,0.8409791751891865
252330,5,13,2,2.6,2.0,4,0.8944271909999159,89,12,17.8,18.0,24,4.381780460041329,9.916666666666668,1.0,1.9833333333333336,2.0,3.0,0.7369230323144715
252390,8,36,2,4.5,3.5,11,3.295017884191656,208,13,26.0,21.5,61,15.865506160040583,12.606060606060606,1.0,1.5757575757575757,1.4166666666666665,2.25,0.4485718588814383
252510,2,7,2,3.5,3.5,5,2.1213203435596424,37,14,18.5,18.5,23,6.363961030678928,2.2,1.0,1.1,1.1,1.2,0.1414213562373094
252520,4,9,1,2.25,2.5,3,0.9574271077563381,46,6,11.5,10.5,19,5.802298395176403,7.5,1.3333333333333333,1.875,1.5833333333333335,3.0,0.7622457074451247
252620,18,73,1,4.055555555555555,4.0,8,1.8302112453523989,432,11,24.0,20.0,54,13.315183725621619,37.958333333333336,1.0,2.1087962962962963,1.8125,5.75,1.1301298157770863
252910,8,41,2,5.125,5.0,11,2.6958963523950885,247,11,30.875,29.0,61,16.172617952223177,18.724242424242426,1.4,2.3405303030303033,2.0454545454545454,4.6,1.0220986524077982
252921,1,2,2,2.0,2.0,2,,12,12,12.0,12.0,12,,1.5,1.5,1.5,1.5,1.5,
252922,1,2,2,2.0,2.0,2,,15,15,15.0,15.0,15,,3.0,3.0,3.0,3.0,3.0,
253010,6,12,1,2.0,2.0,3,0.8944271909999159,95,7,15.833333333333334,16.5,23,6.210206652492868,16.833333333333332,1.5,2.8055555555555554,2.666666666666667,4.0,1.0457143579957764
253090,9,41,2,4.555555555555555,4.0,8,2.1278575558006176,281,12,31.22222222222222,29.0,47,11.486707293408518,15.665476190476191,1.0,1.7406084656084657,1.6666666666666667,2.6666666666666665,0.5472697010838108
260200,1,2,2,2.0,2.0,2,,16,16,16.0,16.0,16,,2.5,2.5,2.5,2.5,2.5,
260300,1,6,6,6.0,6.0,6,,37,37,37.0,37.0,37,,1.0,1.0,1.0,1.0,1.0,
260500,1,2,2,2.0,2.0,2,,10,10,10.0,10.0,10,,1.0,1.0,1.0,1.0,1.0,
261000,2,4,2,2.0,2.0,2,0.0,26,13,13.0,13.0,13,0.0,4.0,2.0,2.0,2.0,2.0,0.0
261390,1,2,2,2.0,2.0,2,,18,18,18.0,18.0,18,,2.0,2.0,2.0,2.0,2.0,
261510,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,2.0,2.0,2.0,2.0,2.0,
261690,2,6,1,3.0,3.0,5,2.8284271247461903,39,3,19.5,19.5,36,23.33452377915607,2.0,1.0,1.0,1.0,1.0,0.0
261790,2,2,1,1.0,1.0,1,0.0,12,5,6.0,6.0,7,1.4142135623730951,3.0,1.0,1.5,1.5,2.0,0.7071067811865476
261800,6,33,3,5.5,5.5,9,2.073644135332772,235,20,39.166666666666664,41.5,60,13.644290625263986,11.811111111111112,1.5,1.9685185185185186,2.0555555555555554,2.2,0.2653129218527767
261900,1,1,1,1.0,1.0,1,,8,8,8.0,8.0,8,,3.0,3.0,3.0,3.0,3.0,
262019,1,1,1,1.0,1.0,1,,11,11,11.0,11.0,11,,3.0,3.0,3.0,3.0,3.0,
262030,2,6,2,3.0,3.0,4,1.4142135623730951,33,10,16.5,16.5,23,9.192388155425117,4.25,2.0,2.125,2.125,2.25,0.1767766952966369
262099,1,3,3,3.0,3.0,3,,14,14,14.0,14.0,14,,1.0,1.0,1.0,1.0,1.0,
262190,15,81,1,5.4,4.0,13,3.8692930325097596,554,4,36.93333333333333,25.0,91,31.063222780706603,30.882051282051282,1.0,2.0588034188034188,2.0,3.4,0.598055548630194
270111,1,4,4,4.0,4.0,4,,30,30,30.0,30.0,30,,1.75,1.75,1.75,1.75,1.75,
270119,6,14,1,2.3333333333333335,2.0,4,1.0327955589886444,90,4,15.0,12.0,27,9.38083151964686,9.833333333333334,1.0,1.638888888888889,1.0,3.3333333333333335,1.0242431713582836
270120,1,2,2,2.0,2.0,2,,18,18,18.0,18.0,18,,2.0,2.0,2.0,2.0,2.0,
270220,1,5,5,5.0,5.0,5,,31,31,31.0,31.0,31,,1.2,1.2,1.2,1.2,1.2,
270300,18,97,2,5.388888888888889,3.5,13,3.8522550903393915,573,10,31.833333333333332,22.5,79,21.839656321363993,29.403496503496505,1.0,1.6335275835275835,1.5,3.3333333333333335,0.7016691584744817
270400,1,1,1,1.0,1.0,1,,4,4,4.0,4.0,4,,1.0,1.0,1.0,1.0,1.0,
270720,1,1,1,1.0,1.0,1,,7,7,7.0,7.0,7,,3.0,3.0,3.0,3.0,3.0,
270730,1,5,5,5.0,5.0,5,,25,25,25.0,25.0,25,,2.8,2.8,2.8,2.8,2.8,
270740,1,7,7,7.0,7.0,7,,31,31,31.0,31.0,31,,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,
270750,14,63,2,4.5,4.5,7,1.786703022974913,384,11,27.428571428571427,28.5,41,10.043859859591874,25.52857142857143,1.3333333333333333,1.823469387755102,1.8285714285714287,2.5,0.315490333697563
270810,4,31,2,7.75,6.5,16,6.551081335677848,182,13,45.5,39.5,90,37.063009411901064,7.741666666666667,1.375,1.9354166666666668,1.6833333333333333,3.0,0.7245808175152796
270820,1,2,2,2.0,2.0,2,,24,24,24.0,24.0,24,,3.5,3.5,3.5,3.5,3.5,
270900,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,1.0,1.0,1.0,1.0,1.0,
271012,128,597,1,4.6640625,3.0,12,3.248930396372388,3415,3,26.6796875,18.0,82,19.26521633752126,232.1709235209235,1.0,1.813835340007215,1.5505050505050506,11.0,1.2018958290973887
271019,1035,4890,1,4.72463768115942,4.0,18,2.587449574187989,27266,2,26.343961352657004,23.0,113,14.570762096870961,2083.3337129373895,1.0,2.01288281443226,1.8333333333333333,10.0,0.9647476941596371
271020,5,16,2,3.2,3.0,4,0.8366600265340756,101,9,20.2,19.0,28,7.726577508832744,11.75,1.5,2.35,2.3333333333333335,3.5,0.7914473380389176
271091,1,5,5,5.0,5.0,5,,22,22,22.0,22.0,22,,1.8,1.8,1.8,1.8,1.8,
271099,7,23,1,3.2857142857142856,4.0,6,1.7043362064926935,140,6,20.0,21.0,32,8.306623862918075,13.916666666666668,1.0,1.9880952380952384,2.0,3.0,0.7911966023006315
271111,2,15,1,7.5,7.5,14,9.192388155425117,99,12,49.5,49.5,87,53.033008588991066,8.714285714285715,2.7142857142857144,4.357142857142858,4.357142857142858,6.0,2.3233508524700848
271113,4,11,2,2.75,2.5,4,0.9574271077563381,69,9,17.25,15.5,29,8.5,7.916666666666666,1.25,1.9791666666666665,2.0,2.6666666666666665,0.7083333333333333
271119,11,31,1,2.8181818181818183,3.0,5,1.0787197799411874,225,3,20.454545454545453,23.0,32,8.925958059095242,21.366666666666667,1.5,1.9424242424242424,2.0,2.6666666666666665,0.3211406438483195
271121,2,4,2,2.0,2.0,2,0.0,28,12,14.0,14.0,16,2.8284271247461903,6.5,1.0,3.25,3.25,5.5,3.181980515339464
271129,7,33,3,4.714285714285714,4.0,8,1.6035674514745464,217,16,31.0,30.0,58,13.038404810405298,12.825,1.0,1.832142857142857,1.25,4.25,1.2047401419077102
271210,9,30,2,3.3333333333333335,3.0,6,1.4142135623730951,202,15,22.444444444444443,21.0,37,7.108289370712041,14.533333333333333,1.0,1.6148148148148147,1.3333333333333333,3.0,0.7614151866227472
271220,27,126,2,4.666666666666667,5.0,12,1.860521018838127,777,10,28.77777777777778,31.0,72,11.978613420892232,44.11666666666667,1.2,1.6339506172839506,1.6,2.2,0.29973212689817463
271290,56,256,1,4.571428571428571,4.0,12,2.4185430840385393,1548,7,27.642857142857142,25.5,88,14.478107072942388,113.75079365079365,1.0,2.031264172335601,1.75,7.0,0.9345416989378061
271311,8,30,2,3.75,3.5,6,1.7525491637693285,200,8,25.0,27.0,38,13.125765283811617,12.45,1.0,1.55625,1.3333333333333335,2.75,0.6725300193925375
271312,2,4,2,2.0,2.0,2,0.0,28,12,14.0,14.0,16,2.8284271247461903,3.0,1.5,1.5,1.5,1.5,0.0
271320,44,185,1,4.204545454545454,3.0,10,2.267870073947015,1154,7,26.227272727272727,21.5,61,13.540402309923726,84.66428571428571,1.0,1.9241883116883116,2.0,3.0,0.4259740237359618
271410,3,16,2,5.333333333333333,7.0,7,2.886751345948129,122,11,40.666666666666664,55.0,56,25.696951829610715,4.785714285714286,1.5,1.5952380952380951,1.5714285714285714,1.7142857142857142,0.10910894511799622
271490,10,58,2,5.8,5.5,10,2.780887148615228,386,17,38.6,35.5,72,19.224983745116663,20.683333333333334,1.25,2.0683333333333334,2.0,2.8,0.5271897308803339
271500,21,85,2,4.0476190476190474,4.0,10,2.2466906880162756,550,13,26.19047619047619,20.0,52,11.948301333742162,44.141666666666666,1.25,2.101984126984127,2.0,3.25,0.5081140562707297
280110,30,127,2,4.233333333333333,4.0,7,1.546594330452723,829,11,27.633333333333333,25.0,41,8.5560357132516,81.57142857142857,1.25,2.719047619047619,2.6666666666666665,5.5,0.9183348010323262
280120,5,17,2,3.4,4.0,4,0.8944271909999159,107,17,21.4,21.0,28,4.722287581247038,10.583333333333332,1.25,2.1166666666666663,2.25,3.0,0.8006074082983633
280130,2,4,2,2.0,2.0,2,0.0,28,14,14.0,14.0,14,0.0,3.5,1.5,1.75,1.75,2.0,0.3535533905932738
280200,3,16,2,5.333333333333333,6.0,8,3.0550504633038935,101,16,33.666666666666664,38.0,47,15.947831618540915,5.375,1.375,1.7916666666666667,1.5,2.5,0.616610357789531
280300,15,58,1,3.8666666666666667,3.0,13,2.722044049886741,346,6,23.066666666666666,18.0,85,18.648886089548416,23.83076923076923,1.0,1.5887179487179488,1.5,2.6666666666666665,0.5676797583743852
280410,4,13,2,3.25,3.0,5,1.5000000000000002,76,8,19.0,19.0,30,10.64581294844754,6.9,1.0,1.725,1.25,3.4,1.1412712210513327
280421,12,57,2,4.75,4.5,8,1.4847711791873706,333,9,27.75,27.0,45,9.621235981836316,27.441666666666666,1.25,2.2868055555555555,1.75,4.25,1.026833530894054
280429,19,82,2,4.315789473684211,4.0,11,2.4506831605118546,507,8,26.68421052631579,28.0,64,14.059605777541668,50.702597402597405,1.0,2.6685577580314424,2.4,6.0,1.419057981947434
280430,13,58,1,4.461538461538462,4.0,16,4.054121043567574,361,8,27.76923076923077,24.0,84,20.676693184008926,28.870238095238093,1.0,2.2207875457875454,2.2,7.0,1.5780630911526066
280440,17,78,1,4.588235294117647,4.0,11,2.319989857990002,533,6,31.352941176470587,35.0,64,15.173748615909767,40.83560606060606,1.0,2.402094474153298,2.4,4.5,1.0548762818041906
280450,2,4,1,2.0,2.0,3,1.4142135623730951,26,7,13.0,13.0,19,8.48528137423857,2.666666666666667,1.0,1.3333333333333335,1.3333333333333335,1.6666666666666667,0.47140452079103184
280461,3,11,3,3.6666666666666665,4.0,4,0.5773502691896258,64,18,21.333333333333332,23.0,23,2.886751345948129,3.916666666666667,1.0,1.3055555555555556,1.25,1.6666666666666667,0.33678765702728175
280469,3,10,2,3.3333333333333335,3.0,5,1.5275252316519465,72,19,24.0,24.0,29,5.0,4.066666666666666,1.0,1.3555555555555554,1.4,1.6666666666666667,0.3355481971231445
280480,1,2,2,2.0,2.0,2,,12,12,12.0,12.0,12,,1.0,1.0,1.0,1.0,1.0,
280490,2,11,2,5.5,5.5,9,4.949747468305833,70,15,35.0,35.0,55,28.284271247461902,4.0,2.0,2.0,2.0,2.0,0.0
280511,3,8,2,2.6666666666666665,2.0,4,1.1547005383792517,51,12,17.0,13.0,26,7.810249675906654,6.25,2.0,2.0833333333333335,2.0,2.25,0.14433756729740638
280512,1,3,3,3.0,3.0,3,,14,14,14.0,14.0,14,,1.0,1.0,1.0,1.0,1.0,
280540,2,5,2,2.5,2.5,3,0.7071067811865476,33,13,16.5,16.5,20,4.949747468305833,2.0,1.0,1.0,1.0,1.0,0.0
280610,35,158,2,4.514285714285714,4.0,9,1.9307333043268755,1055,16,30.142857142857142,29.0,54,9.707919317700965,88.04761904761905,1.3333333333333333,2.5156462585034016,2.25,4.75,0.8534486091047203
280700,35,177,2,5.057142857142857,4.0,16,3.180296482135858,1137,12,32.48571428571429,30.0,104,18.834217028919383,78.63626373626374,1.2,2.2467503924646786,2.25,3.75,0.610077775730217
280800,16,66,2,4.125,4.0,7,1.8929694486000912,411,11,25.6875,29.0,43,10.92226319648695,30.75,1.5,1.921875,1.7083333333333335,3.5,0.5840531475611742
280920,8,47,2,5.875,6.5,10,2.5319388392523,296,15,37.0,40.0,53,13.480144128097654,19.0,1.8571428571428572,2.375,2.3666666666666667,3.2857142857142856,0.4697161919067973
281000,14,68,2,4.857142857142857,4.0,14,3.460927907082431,380,10,27.142857142857142,19.5,79,19.465382064092626,26.201515151515153,1.25,1.8715367965367966,1.9090909090909092,2.8,0.5098656479311503
281111,2,6,2,3.0,3.0,4,1.4142135623730951,41,17,20.5,20.5,24,4.949747468305833,4.75,2.25,2.375,2.375,2.5,0.1767766952966369
281119,11,63,2,5.7272727272727275,6.0,10,3.0030287741181936,414,11,37.63636363636363,32.0,87,25.49224481003086,22.978968253968254,1.0,2.088997113997114,2.0,5.125,1.2176321262190044
281121,25,122,1,4.88,4.0,12,2.6975297341580253,583,3,23.32,18.0,58,13.969371257624063,35.8008658008658,1.0,1.432034632034632,1.25,2.4285714285714284,0.39089444888435043
281122,32,133,1,4.15625,3.5,11,2.259165918024015,905,4,28.28125,25.0,75,15.369081604144041,77.48484848484848,1.4,2.421401515151515,2.375,4.5,0.7865741086894221
281129,7,26,1,3.7142857142857144,4.0,8,2.627691364061218,159,6,22.714285714285715,23.0,44,15.44575762374344,14.458333333333334,1.3333333333333333,2.0654761904761907,2.0,3.0,0.5579067311253025
281219,1,4,4,4.0,4.0,4,,33,33,33.0,33.0,33,,2.0,2.0,2.0,2.0,2.0,
281290,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,1.5,1.5,1.5,1.5,1.5,
281410,4,15,2,3.75,3.5,6,1.707825127659933,92,16,23.0,21.5,33,8.04155872120988,7.5,1.5,1.875,1.75,2.5,0.47871355387816905
281420,28,111,2,3.9642857142857144,3.5,10,2.1513500129702,720,11,25.714285714285715,23.0,60,13.238152335151504,52.766666666666666,1.0,1.8845238095238095,2.0,3.0,0.5859452735619951
281511,63,344,2,5.4603174603174605,5.0,13,2.7405285387652865,2198,12,34.888888888888886,28.0,73,17.218811085470815,134.43052503052502,1.0,2.133817857627381,2.0,3.5,0.4721720047508425
281512,9,39,2,4.333333333333333,4.0,8,2.179449471770337,288,16,32.0,24.0,77,19.28730152198591,19.136904761904763,1.25,2.1263227513227516,1.8333333333333333,4.428571428571429,0.9708759305062528
281520,22,96,1,4.363636363636363,4.0,10,2.2582221103264173,747,11,33.95454545454545,30.0,81,15.192345418247944,51.61666666666667,1.5,2.346212121212121,2.083333333333333,7.0,1.1510310746771935
281700,5,18,3,3.6,4.0,4,0.5477225575051662,97,13,19.4,19.0,23,4.09878030638384,8.916666666666666,1.0,1.7833333333333332,1.75,2.5,0.5451809077932042
281810,2,6,3,3.0,3.0,3,0.0,41,20,20.5,20.5,21,0.7071067811865476,2.666666666666667,1.0,1.3333333333333335,1.3333333333333335,1.6666666666666667,0.4714045207910317
281820,8,32,1,4.0,3.5,12,3.4226138716316967,204,9,25.5,24.0,62,16.09791468305312,18.666666666666668,1.0,2.3333333333333335,1.75,4.666666666666667,1.393721750372117
281830,6,13,2,2.1666666666666665,2.0,3,0.408248290463863,108,9,18.0,17.5,30,6.870225614927067,12.0,1.5,2.0,2.0,2.5,0.4472135954999579
281990,2,5,2,2.5,2.5,3,0.7071067811865476,30,12,15.0,15.0,18,4.242640687119285,3.0,1.0,1.5,1.5,2.0,0.7071067811865476
282090,1,1,1,1.0,1.0,1,,5,5,5.0,5.0,5,,2.0,2.0,2.0,2.0,2.0,
282110,17,66,2,3.8823529411764706,4.0,8,1.6538724611187705,348,9,20.470588235294116,18.0,50,10.601401128263799,20.363095238095237,1.0,1.197829131652661,1.0,2.0,0.295704627103798
282120,5,35,5,7.0,7.0,10,2.1213203435596424,205,38,41.0,40.0,46,3.1622776601683795,10.675,1.0,2.1350000000000002,1.875,3.2,1.0203553302649033
282300,16,56,2,3.5,3.0,6,1.0954451150103317,406,17,25.375,24.0,43,7.22841614740048,28.0,1.0,1.75,1.5,3.0,0.6666666666666667
282410,1,3,3,3.0,3.0,3,,14,14,14.0,14.0,14,,1.0,1.0,1.0,1.0,1.0,
282490,5,21,2,4.2,3.0,10,3.271085446759225,140,10,28.0,24.0,47,14.053469322555197,13.833333333333334,1.0,2.7666666666666666,2.6666666666666665,5.666666666666667,1.8165902124584952
282510,3,14,4,4.666666666666667,4.0,6,1.1547005383792517,96,28,32.0,32.0,36,4.0,6.166666666666667,1.6666666666666667,2.055555555555556,2.25,2.25,0.33678765702728153
282520,4,11,2,2.75,2.5,4,0.9574271077563381,107,17,26.75,26.5,37,8.421203397773187,10.583333333333334,1.5,2.6458333333333335,2.791666666666667,3.5,0.9138213416442212
282530,1,3,3,3.0,3.0,3,,24,24,24.0,24.0,24,,2.0,2.0,2.0,2.0,2.0,
282550,1,3,3,3.0,3.0,3,,26,26,26.0,26.0,26,,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,
282560,2,3,1,1.5,1.5,2,0.7071067811865476,27,9,13.5,13.5,18,6.363961030678928,7.5,3.5,3.75,3.75,4.0,0.3535533905932738
282590,5,16,2,3.2,3.0,6,1.6431676725154984,114,13,22.8,20.0,42,11.256109452204168,6.833333333333333,1.0,1.3666666666666667,1.3333333333333333,1.6666666666666667,0.24720661623652213
282612,1,2,2,2.0,2.0,2,,9,9,9.0,9.0,9,,1.5,1.5,1.5,1.5,1.5,
282619,1,5,5,5.0,5.0,5,,34,34,34.0,34.0,34,,2.2,2.2,2.2,2.2,2.2,
282690,4,19,3,4.75,4.0,8,2.217355782608345,119,17,29.75,27.5,47,12.526638282742368,6.75,1.0,1.6875,1.75,2.25,0.5543389456520863
282710,7,37,2,5.285714285714286,5.0,11,3.147183169877773,230,17,32.857142857142854,33.0,56,13.434142714598147,12.78008658008658,1.4285714285714286,1.825726654298083,1.8181818181818181,2.5,0.40099207143187715
282720,21,91,2,4.333333333333333,4.0,7,1.6832508230603465,596,8,28.38095238095238,29.0,46,10.389784360015325,35.635714285714286,1.0,1.6969387755102041,1.6666666666666667,3.0,0.5716027228954649
282731,6,23,1,3.8333333333333335,4.0,7,2.136976056643281,173,10,28.833333333333332,32.0,36,9.662642840686324,13.257142857142858,1.0,2.2095238095238097,1.6785714285714286,4.5,1.3127838209485285
282732,22,63,1,2.8636363636363638,2.0,6,1.5211353699959822,390,3,17.727272727272727,11.0,40,11.865041962809098,45.53333333333333,1.0,2.06969696969697,2.0,6.0,1.0388694043283975
282739,29,150,2,5.172413793103448,4.0,18,3.2740207425519,1061,9,36.58620689655172,32.0,149,26.722806259527392,58.6218253968254,1.0,2.021442255062945,1.6666666666666667,5.0,0.9468775971161518
282741,3,20,4,6.666666666666667,6.0,10,3.055050463303893,138,32,46.0,52.0,54,12.165525060596439,7.833333333333334,2.0,2.611111111111111,2.5,3.3333333333333335,0.6735753140545636
282751,3,17,4,5.666666666666667,5.0,8,2.081665999466133,103,19,34.333333333333336,34.0,50,15.50268793897798,6.525,2.0,2.1750000000000003,2.125,2.4,0.20463381929681126
282760,15,63,2,4.2,4.0,9,1.820517979665599,402,19,26.8,25.0,56,9.267454574246063,33.90873015873016,1.5,2.2605820105820107,2.111111111111111,5.0,0.8796256514211668
282810,20,112,2,5.6,4.0,12,3.4089665049071614,858,19,42.9,29.5,100,27.51631095225253,48.92424242424242,1.25,2.4462121212121213,2.35,3.3333333333333335,0.6188697231113708
282890,19,70,1,3.6842105263157894,3.0,11,2.561523669375696,501,6,26.36842105263158,22.0,78,18.947912597773545,46.84848484848485,1.3333333333333333,2.465709728867624,2.25,5.0,0.809225705761121
282911,3,11,3,3.6666666666666665,3.0,5,1.1547005383792515,81,20,27.0,30.0,31,6.082762530298219,6.333333333333334,2.0,2.111111111111111,2.0,2.3333333333333335,0.19245008972987535
282919,2,6,2,3.0,3.0,4,1.4142135623730951,50,18,25.0,25.0,32,9.899494936611665,4.0,2.0,2.0,2.0,2.0,0.0
282990,11,60,2,5.454545454545454,5.0,10,2.73362895666681,349,17,31.727272727272727,25.0,56,13.741112830414494,22.736507936507937,1.25,2.066955266955267,1.7142857142857142,4.5,0.9383416452313726
283010,5,20,2,4.0,4.0,5,1.224744871391589,131,15,26.2,26.0,33,7.19027120489902,10.85,1.75,2.17,2.2,2.5,0.303315017762062
283090,1,5,5,5.0,5.0,5,,35,35,35.0,35.0,35,,2.0,2.0,2.0,2.0,2.0,
283110,7,17,1,2.4285714285714284,2.0,5,1.2724180205607036,147,14,21.0,19.0,32,7.164728420068226,19.166666666666664,1.5,2.7380952380952377,2.5,6.0,1.4933715981492115
283210,25,138,2,5.52,5.0,10,2.2752289262108696,1076,19,43.04,42.0,70,13.556917053666737,57.239285714285714,1.25,2.2895714285714286,2.2,3.75,0.6931423688806038
283220,7,41,2,5.857142857142857,4.0,10,3.6253078686998625,308,21,44.0,33.0,70,23.409399821439248,17.072222222222223,2.0,2.438888888888889,2.5555555555555554,3.0,0.4035720138592001
283230,11,43,1,3.909090909090909,4.0,9,2.5477262590217755,336,6,30.545454545454547,32.0,53,15.513630370507327,28.86904761904762,1.0,2.6244588744588744,2.5,5.0,1.002453956683836
283311,53,175,1,3.30188679245283,3.0,7,1.1698932505604183,1306,8,24.641509433962263,24.0,56,8.26506628858577,117.96190476190476,1.0,2.225696316262354,2.25,3.5,0.4880303178684356
