,HS06,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator
010611,1,3,3,3.0,3.0,3,,18,18,18.0,18.0,18,,1.0,1.0,1.0,1.0,1.0,
010613,2,3,1,1.5,1.5,2,0.7071067811865476,17,6,8.5,8.5,11,3.5355339059327378,4.5,1.5,2.25,2.25,3.0,1.0606601717798212
010619,24,89,1,3.7083333333333335,3.5,8,1.8528278426483,500,6,20.833333333333332,20.0,56,11.746106354565057,34.075,1.0,1.4197916666666668,1.0,2.5,0.5361272634672203
010631,1,2,2,2.0,2.0,2,,10,10,10.0,10.0,10,,1.0,1.0,1.0,1.0,1.0,
010639,2,6,2,3.0,3.0,4,1.4142135623730951,41,12,20.5,20.5,29,12.020815280171307,3.25,1.5,1.625,1.625,1.75,0.1767766952966369
010690,1,2,2,2.0,2.0,2,,9,9,9.0,9.0,9,,1.0,1.0,1.0,1.0,1.0,
020130,1,1,1,1.0,1.0,1,,4,4,4.0,4.0,4,,1.0,1.0,1.0,1.0,1.0,
020220,6,21,2,3.5,3.5,5,1.0488088481701516,117,11,19.5,21.5,24,5.0099900199501395,9.983333333333334,1.0,1.663888888888889,1.625,2.3333333333333335,0.4702737579404229
020230,6,12,1,2.0,2.0,3,0.8944271909999159,77,4,12.833333333333334,12.5,22,7.277820186475251,11.166666666666666,1.0,1.861111111111111,2.0,2.5,0.5813458204571208
020319,2,7,3,3.5,3.5,4,0.7071067811865476,45,16,22.5,22.5,29,9.192388155425117,2.333333333333333,1.0,1.1666666666666665,1.1666666666666665,1.3333333333333333,0.23570226039551587
020322,1,4,4,4.0,4.0,4,,31,31,31.0,31.0,31,,3.0,3.0,3.0,3.0,3.0,
020329,205,1287,1,6.278048780487805,6.0,14,3.073567910993858,8140,8,39.707317073170735,39.0,89,14.087687404044347,709.9201687201687,1.0,3.4630252132691157,1.7857142857142858,33.0,5.579802763457737
020423,2,8,2,4.0,4.0,6,2.8284271247461903,52,13,26.0,26.0,39,18.384776310850235,3.5,1.5,1.75,1.75,2.0,0.3535533905932738
020430,1,3,3,3.0,3.0,3,,17,17,17.0,17.0,17,,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,
020443,1,2,2,2.0,2.0,2,,13,13,13.0,13.0,13,,2.0,2.0,2.0,2.0,2.0,
020622,1,3,3,3.0,3.0,3,,18,18,18.0,18.0,18,,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,
020629,2,8,4,4.0,4.0,4,0.0,50,24,25.0,25.0,26,1.4142135623730951,3.0,1.5,1.5,1.5,1.5,0.0
020690,2,3,1,1.5,1.5,2,0.7071067811865476,18,7,9.0,9.0,11,2.8284271247461903,4.0,1.0,2.0,2.0,3.0,1.4142135623730951
020711,2,6,3,3.0,3.0,3,0.0,45,22,22.5,22.5,23,0.7071067811865476,3.0,1.3333333333333333,1.5,1.5,1.6666666666666667,0.23570226039551595
020712,17,57,2,3.3529411764705883,3.0,5,1.0571882797418488,376,10,22.11764705882353,22.0,38,8.84507174180329,20.683333333333334,1.0,1.2166666666666668,1.0,1.6666666666666667,0.25752561900604076
020713,2,6,3,3.0,3.0,3,0.0,44,22,22.0,22.0,22,0.0,3.0,1.3333333333333333,1.5,1.5,1.6666666666666667,0.23570226039551595
020714,13,42,2,3.230769230769231,3.0,5,0.9268086959962983,291,11,22.384615384615383,25.0,34,7.0891755695856675,19.53333333333333,1.0,1.5025641025641023,1.25,2.6666666666666665,0.5626016843830591
020725,2,7,3,3.5,3.5,4,0.7071067811865476,40,17,20.0,20.0,23,4.242640687119285,2.583333333333333,1.25,1.2916666666666665,1.2916666666666665,1.3333333333333333,0.05892556509887899
020727,1,3,3,3.0,3.0,3,,20,20,20.0,20.0,20,,1.0,1.0,1.0,1.0,1.0,
020745,1,4,4,4.0,4.0,4,,23,23,23.0,23.0,23,,1.0,1.0,1.0,1.0,1.0,
020890,9,25,2,2.7777777777777777,3.0,4,0.6666666666666667,154,11,17.11111111111111,16.0,26,4.986091767217197,16.166666666666664,1.0,1.796296296296296,1.6666666666666667,2.6666666666666665,0.6860605019571373
021011,2,3,1,1.5,1.5,2,0.7071067811865476,19,6,9.5,9.5,13,4.949747468305833,4.0,2.0,2.0,2.0,2.0,0.0
021019,8,23,1,2.875,2.5,5,1.457737973711325,132,7,16.5,12.5,37,10.542431272854337,13.233333333333333,1.0,1.6541666666666666,1.4166666666666665,3.0,0.8051298820588682
021020,1,2,2,2.0,2.0,2,,13,13,13.0,13.0,13,,2.0,2.0,2.0,2.0,2.0,
021099,5,21,2,4.2,2.0,10,3.492849839314596,118,7,23.6,9.0,56,21.97271034715563,7.9,1.0,1.58,1.0,3.2,0.9549869109050658
030111,2,6,1,3.0,3.0,5,2.8284271247461903,42,8,21.0,21.0,34,18.384776310850235,3.0,1.0,1.5,1.5,2.0,0.7071067811865476
030119,1,2,2,2.0,2.0,2,,13,13,13.0,13.0,13,,1.0,1.0,1.0,1.0,1.0,
030199,2,5,2,2.5,2.5,3,0.7071067811865476,37,18,18.5,18.5,19,0.7071067811865476,3.5,1.0,1.75,1.75,2.5,1.0606601717798212
030214,1,2,2,2.0,2.0,2,,12,12,12.0,12.0,12,,1.5,1.5,1.5,1.5,1.5,
030229,3,5,1,1.6666666666666667,2.0,2,0.5773502691896258,25,5,8.333333333333334,8.0,12,3.5118845842842465,5.5,1.0,1.8333333333333333,1.5,3.0,1.0408329997330663
030232,1,2,2,2.0,2.0,2,,10,10,10.0,10.0,10,,1.0,1.0,1.0,1.0,1.0,
030239,2,4,2,2.0,2.0,2,0.0,20,10,10.0,10.0,10,0.0,3.5,1.5,1.75,1.75,2.0,0.3535533905932738
030299,1,2,2,2.0,2.0,2,,12,12,12.0,12.0,12,,1.0,1.0,1.0,1.0,1.0,
030329,5,12,1,2.4,2.0,4,1.140175425099138,70,7,14.0,13.0,25,7.3484692283495345,6.083333333333333,1.0,1.2166666666666666,1.25,1.5,0.21730674684008822
030339,2,3,1,1.5,1.5,2,0.7071067811865476,14,4,7.0,7.0,10,4.242640687119285,2.0,1.0,1.0,1.0,1.0,0.0
030342,2,7,3,3.5,3.5,4,0.7071067811865476,35,17,17.5,17.5,18,0.7071067811865476,2.75,1.0,1.375,1.375,1.75,0.5303300858899106
030349,1,2,2,2.0,2.0,2,,9,9,9.0,9.0,9,,1.0,1.0,1.0,1.0,1.0,
030353,1,2,2,2.0,2.0,2,,12,12,12.0,12.0,12,,2.0,2.0,2.0,2.0,2.0,
030354,1,3,3,3.0,3.0,3,,23,23,23.0,23.0,23,,2.0,2.0,2.0,2.0,2.0,
030389,2,6,3,3.0,3.0,3,0.0,38,16,19.0,19.0,22,4.242640687119285,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0
030433,2,8,4,4.0,4.0,4,0.0,50,24,25.0,25.0,26,1.4142135623730951,2.5,1.25,1.25,1.25,1.25,0.0
030439,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,1.0,1.0,1.0,1.0,1.0,
030441,2,11,2,5.5,5.5,9,4.949747468305833,66,12,33.0,33.0,54,29.698484809834994,4.444444444444445,2.0,2.2222222222222223,2.2222222222222223,2.4444444444444446,0.3142696805273546
030449,2,9,3,4.5,4.5,6,2.1213203435596424,49,21,24.5,24.5,28,4.949747468305833,3.0,1.3333333333333333,1.5,1.5,1.6666666666666667,0.23570226039551595
030459,7,23,2,3.2857142857142856,3.0,4,0.7559289460184544,156,13,22.285714285714285,23.0,29,5.822779568622009,10.416666666666666,1.0,1.488095238095238,1.5,2.0,0.3278315801956013
030475,1,3,3,3.0,3.0,3,,19,19,19.0,19.0,19,,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,
030487,3,6,1,2.0,2.0,3,1.0,28,4,9.333333333333334,9.0,15,5.507570547286102,3.0,1.0,1.0,1.0,1.0,0.0
030489,2,11,5,5.5,5.5,6,0.7071067811865476,67,29,33.5,33.5,38,6.363961030678928,3.9,1.5,1.95,1.95,2.4,0.6363961030678927
030539,1,2,2,2.0,2.0,2,,10,10,10.0,10.0,10,,1.0,1.0,1.0,1.0,1.0,
030541,2,12,5,6.0,6.0,7,1.4142135623730951,92,42,46.0,46.0,50,5.656854249492381,6.257142857142857,2.857142857142857,3.1285714285714286,3.1285714285714286,3.4,0.38385796692984
030559,1,1,1,1.0,1.0,1,,9,9,9.0,9.0,9,,3.0,3.0,3.0,3.0,3.0,
030563,1,3,3,3.0,3.0,3,,20,20,20.0,20.0,20,,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,
030569,2,4,2,2.0,2.0,2,0.0,23,10,11.5,11.5,13,2.1213203435596424,2.0,1.0,1.0,1.0,1.0,0.0
030579,1,2,2,2.0,2.0,2,,14,14,14.0,14.0,14,,2.0,2.0,2.0,2.0,2.0,
030692,1,2,2,2.0,2.0,2,,12,12,12.0,12.0,12,,1.5,1.5,1.5,1.5,1.5,
030719,1,6,6,6.0,6.0,6,,44,44,44.0,44.0,44,,2.5,2.5,2.5,2.5,2.5,
030732,1,2,2,2.0,2.0,2,,12,12,12.0,12.0,12,,2.0,2.0,2.0,2.0,2.0,
030759,1,6,6,6.0,6.0,6,,29,29,29.0,29.0,29,,1.0,1.0,1.0,1.0,1.0,
030760,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,1.0,1.0,1.0,1.0,1.0,
030799,1,2,2,2.0,2.0,2,,16,16,16.0,16.0,16,,2.5,2.5,2.5,2.5,2.5,
030830,1,2,2,2.0,2.0,2,,14,14,14.0,14.0,14,,1.5,1.5,1.5,1.5,1.5,
040110,8,34,2,4.25,4.5,6,1.2817398889233114,185,12,23.125,25.5,34,7.453426824526517,12.7,1.0,1.5875,1.45,2.8,0.6561522035973926
040120,21,126,2,6.0,6.0,15,3.286335345030997,659,8,31.38095238095238,28.0,88,17.63087119366536,31.63531746031746,1.0,1.5064436885865458,1.3333333333333333,2.5,0.4064839245455939
040140,5,29,3,5.8,4.0,10,3.420526275297414,138,15,27.6,24.0,45,12.621410380777577,6.094444444444444,1.0,1.218888888888889,1.25,1.4,0.1630912794483468
040150,3,9,2,3.0,2.0,5,1.7320508075688772,53,10,17.666666666666668,12.0,31,11.590225767142474,3.9,1.0,1.3,1.4,1.5,0.264575131106459
040210,34,97,1,2.8529411764705883,3.0,6,1.131701667004871,638,4,18.764705882352942,19.0,34,7.746196812784232,72.66666666666667,1.0,2.1372549019607843,1.5833333333333335,8.0,1.6748388475848306
040221,81,261,1,3.2222222222222223,3.0,7,1.2649110640673518,1714,5,21.160493827160494,20.0,45,8.958873799372686,153.55714285714285,1.0,1.8957671957671958,1.6666666666666667,6.5,0.9490023404485735
040291,8,34,3,4.25,4.5,6,1.1649647450214349,197,16,24.625,23.0,38,7.501190381723232,14.733333333333334,1.3333333333333333,1.8416666666666668,1.6666666666666667,2.6,0.40306366427689494
040299,32,122,1,3.8125,4.0,9,1.925005236691662,728,5,22.75,25.0,46,10.40471357203691,61.27460317460317,1.0,1.9148313492063491,1.5277777777777777,10.0,1.5635355913572535
040310,371,3046,1,8.210242587601078,8.0,20,4.195751093462231,20099,5,54.17520215633423,55.0,95,16.78235977510864,1682.4138790131437,1.0,4.534808299226802,1.9,36.0,7.334150942583522
040390,80,404,1,5.05,4.0,14,3.205612167291703,2634,4,32.925,27.0,79,18.41489146989743,202.7166611166611,1.0,2.533958263958264,1.9285714285714286,25.0,3.6178353772538916
040490,1,3,3,3.0,3.0,3,,16,16,16.0,16.0,16,,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,
040510,29,96,2,3.310344827586207,3.0,8,1.466371816906858,598,9,20.620689655172413,20.0,46,8.554087548833214,45.766666666666666,1.0,1.5781609195402297,1.5,2.6666666666666665,0.4184273146252776
040520,1,2,2,2.0,2.0,2,,13,13,13.0,13.0,13,,1.0,1.0,1.0,1.0,1.0,
040590,106,373,1,3.518867924528302,3.0,15,1.8425196623644107,2314,5,21.830188679245282,21.0,82,10.368883576872093,218.45,1.0,2.0608490566037734,1.6666666666666667,9.0,1.3550171951675476
040610,9,32,2,3.5555555555555554,3.0,6,1.2360330811826106,207,12,23.0,23.0,33,7.1414284285428495,16.55,1.0,1.838888888888889,1.75,3.0,0.6435578192102608
040620,3,17,3,5.666666666666667,7.0,7,2.309401076758503,124,25,41.333333333333336,47.0,52,14.364307617610162,4.666666666666667,1.4285714285714286,1.5555555555555556,1.5714285714285714,1.6666666666666667,0.11983864182969445
040630,20,83,1,4.15,4.0,8,2.058998223459779,506,6,25.3,23.0,47,12.087836426494372,29.473809523809525,1.0,1.4736904761904763,1.5,2.6,0.44210426949490234
040640,1,5,5,5.0,5.0,5,,35,35,35.0,35.0,35,,2.6,2.6,2.6,2.6,2.6,
040690,382,1931,1,5.054973821989528,5.0,15,2.713747227554722,11899,4,31.149214659685864,29.0,84,13.559095383656372,938.5941641691642,1.0,2.4570527857831523,1.8333333333333333,22.0,2.8409454362160838
040711,4,16,3,4.0,4.0,5,1.1547005383792515,99,19,24.75,25.0,30,5.560275772537426,5.866666666666667,1.3333333333333333,1.4666666666666668,1.4666666666666668,1.6,0.15396007178390028
040729,2,5,2,2.5,2.5,3,0.7071067811865476,21,7,10.5,10.5,14,4.949747468305833,2.0,1.0,1.0,1.0,1.0,0.0
040790,2,5,2,2.5,2.5,3,0.7071067811865476,25,8,12.5,12.5,17,6.363961030678928,3.166666666666667,1.5,1.5833333333333335,1.5833333333333335,1.6666666666666667,0.11785113019775789
040900,29,110,1,3.793103448275862,3.0,11,2.076730093626372,652,5,22.482758620689655,24.0,39,9.120701295307647,47.248051948051945,1.0,1.6292431706224808,1.5,4.333333333333333,0.8301432554229157
041000,1,4,4,4.0,4.0,4,,14,14,14.0,14.0,14,,1.0,1.0,1.0,1.0,1.0,
050100,2,5,2,2.5,2.5,3,0.7071067811865476,27,11,13.5,13.5,16,3.5355339059327378,2.0,1.0,1.0,1.0,1.0,0.0
050400,1,2,2,2.0,2.0,2,,13,13,13.0,13.0,13,,1.5,1.5,1.5,1.5,1.5,
050610,1,3,3,3.0,3.0,3,,16,16,16.0,16.0,16,,1.0,1.0,1.0,1.0,1.0,
050690,2,7,2,3.5,3.5,5,2.1213203435596424,42,12,21.0,21.0,30,12.727922061357855,2.8,1.0,1.4,1.4,1.8,0.565685424949238
050790,1,1,1,1.0,1.0,1,,5,5,5.0,5.0,5,,1.0,1.0,1.0,1.0,1.0,
050800,2,3,1,1.5,1.5,2,0.7071067811865476,19,5,9.5,9.5,14,6.363961030678928,3.0,1.0,1.5,1.5,2.0,0.7071067811865476
051000,1,4,4,4.0,4.0,4,,16,16,16.0,16.0,16,,1.25,1.25,1.25,1.25,1.25,
051110,5,11,2,2.2,2.0,3,0.4472135954999579,67,10,13.4,14.0,17,2.6076809620810595,8.333333333333332,1.3333333333333333,1.6666666666666665,1.5,2.0,0.3118047822311618
060110,1,1,1,1.0,1.0,1,,6,6,6.0,6.0,6,,1.0,1.0,1.0,1.0,1.0,
060120,1,1,1,1.0,1.0,1,,4,4,4.0,4.0,4,,1.0,1.0,1.0,1.0,1.0,
060210,11,30,2,2.727272727272727,2.0,8,1.7939291563999449,200,11,18.181818181818183,14.0,57,13.317793975116011,16.25,1.0,1.4772727272727273,1.5,2.0,0.3691034729413607
060220,4,15,2,3.75,3.5,6,1.707825127659933,117,19,29.25,28.0,42,9.535023160258536,10.25,2.3333333333333335,2.5625,2.583333333333333,2.75,0.18477964855069534
060230,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,1.0,1.0,1.0,1.0,1.0,
060290,53,189,1,3.5660377358490565,4.0,7,1.4345923296863032,1438,8,27.132075471698112,27.0,47,10.504646839611684,126.56190476190476,1.0,2.38796046720575,2.5,7.5,1.1330145470691064
060311,1,1,1,1.0,1.0,1,,7,7,7.0,7.0,7,,1.0,1.0,1.0,1.0,1.0,
060313,2,4,2,2.0,2.0,2,0.0,26,13,13.0,13.0,13,0.0,2.0,1.0,1.0,1.0,1.0,0.0
060319,3,5,1,1.6666666666666667,1.0,3,1.1547005383792517,28,5,9.333333333333334,6.0,17,6.658328118479393,3.0,1.0,1.0,1.0,1.0,0.0
060390,4,11,2,2.75,2.5,4,0.9574271077563381,60,10,15.0,13.5,23,6.27162924074226,4.833333333333333,1.0,1.2083333333333333,1.1666666666666665,1.5,0.25
060490,2,5,2,2.5,2.5,3,0.7071067811865476,31,12,15.5,15.5,19,4.949747468305833,2.333333333333333,1.0,1.1666666666666665,1.1666666666666665,1.3333333333333333,0.23570226039551587
070110,2,4,2,2.0,2.0,2,0.0,25,12,12.5,12.5,13,0.7071067811865476,2.0,1.0,1.0,1.0,1.0,0.0
070190,5,13,2,2.6,2.0,4,0.8944271909999159,84,12,16.8,15.0,26,5.890670590009257,6.5,1.0,1.3,1.0,2.0,0.4472135954999579
070200,16,40,1,2.5,2.0,5,1.264911064067352,293,6,18.3125,16.5,34,8.404116055045092,25.433333333333334,1.0,1.5895833333333333,1.5,3.0,0.5931358909939486
070310,6,14,2,2.3333333333333335,2.0,3,0.5163977794943222,79,9,13.166666666666666,12.0,18,3.5449494589721118,8.666666666666666,1.0,1.4444444444444444,1.3333333333333335,2.0,0.5018484351393874
070320,9,39,2,4.333333333333333,4.0,6,1.6583123951777,216,12,24.0,23.0,33,8.306623862918075,9.833333333333334,1.0,1.0925925925925926,1.0,1.5,0.16896562584161723
070410,1,1,1,1.0,1.0,1,,8,8,8.0,8.0,8,,3.0,3.0,3.0,3.0,3.0,
070511,1,2,2,2.0,2.0,2,,14,14,14.0,14.0,14,,2.0,2.0,2.0,2.0,2.0,
070610,2,4,2,2.0,2.0,2,0.0,25,12,12.5,12.5,13,0.7071067811865476,2.5,1.0,1.25,1.25,1.5,0.3535533905932738
070690,4,9,1,2.25,2.5,3,0.9574271077563382,52,9,13.0,13.5,16,3.1622776601683795,7.0,1.0,1.75,1.5,3.0,0.8766518798921944
070700,1,2,2,2.0,2.0,2,,13,13,13.0,13.0,13,,3.5,3.5,3.5,3.5,3.5,
070810,3,9,2,3.0,3.0,4,1.0,55,14,18.333333333333332,16.0,25,5.859465277082315,4.166666666666667,1.0,1.388888888888889,1.5,1.6666666666666667,0.3469443332443556
070820,7,29,2,4.142857142857143,3.0,8,2.3401261667248794,161,11,23.0,19.0,38,10.344080432788601,8.994047619047619,1.0,1.2848639455782311,1.3333333333333333,1.6666666666666667,0.23126177350033042
070920,4,8,1,2.0,2.0,3,0.816496580927726,59,8,14.75,15.0,21,5.315072906367325,8.666666666666666,1.6666666666666667,2.1666666666666665,2.0,3.0,0.5773502691896257
070951,3,5,1,1.6666666666666667,2.0,2,0.5773502691896257,36,8,12.0,14.0,14,3.4641016151377544,3.5,1.0,1.1666666666666667,1.0,1.5,0.28867513459481287
070959,9,35,2,3.888888888888889,4.0,5,0.9279607271383371,234,15,26.0,28.0,29,4.769696007084728,13.466666666666667,1.25,1.4962962962962962,1.4,2.5,0.40274904112046844
070960,2,3,1,1.5,1.5,2,0.7071067811865476,20,6,10.0,10.0,14,5.656854249492381,2.5,1.0,1.25,1.25,1.5,0.3535533905932738
070991,1,5,5,5.0,5.0,5,,33,33,33.0,33.0,33,,1.6,1.6,1.6,1.6,1.6,
070992,3,12,3,4.0,4.0,5,1.0,87,18,29.0,31.0,38,10.14889156509222,4.883333333333333,1.3333333333333333,1.6277777777777775,1.75,1.8,0.25621894572444903
070993,1,2,2,2.0,2.0,2,,13,13,13.0,13.0,13,,1.0,1.0,1.0,1.0,1.0,
070999,5,14,2,2.8,3.0,3,0.447213595499958,92,13,18.4,16.0,28,5.9413803110051795,9.166666666666666,1.0,1.8333333333333333,2.0,2.6666666666666665,0.6236095644623235
071010,2,4,2,2.0,2.0,2,0.0,22,10,11.0,11.0,12,1.4142135623730951,2.0,1.0,1.0,1.0,1.0,0.0
071021,1,3,3,3.0,3.0,3,,17,17,17.0,17.0,17,,1.0,1.0,1.0,1.0,1.0,
071022,1,1,1,1.0,1.0,1,,5,5,5.0,5.0,5,,1.0,1.0,1.0,1.0,1.0,
071029,1,9,9,9.0,9.0,9,,69,69,69.0,69.0,69,,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,
071040,7,24,2,3.4285714285714284,3.0,5,0.9759000729485331,139,11,19.857142857142858,19.0,30,6.817344825970774,10.416666666666668,1.0,1.4880952380952384,1.6666666666666667,2.0,0.472455591261534
071080,1,2,2,2.0,2.0,2,,13,13,13.0,13.0,13,,2.5,2.5,2.5,2.5,2.5,
071090,1,2,2,2.0,2.0,2,,10,10,10.0,10.0,10,,1.0,1.0,1.0,1.0,1.0,
071120,16,42,1,2.625,3.0,3,0.6191391873668902,261,6,16.3125,18.0,25,4.541934242882284,23.5,1.0,1.46875,1.3333333333333333,3.0,0.4989572459974234
071151,8,27,2,3.375,3.5,5,1.0606601717798212,203,15,25.375,25.0,37,7.190022849159004,15.316666666666666,1.0,1.9145833333333333,1.7083333333333335,3.0,0.741643258057553
071159,3,4,1,1.3333333333333333,1.0,2,0.5773502691896257,33,9,11.0,9.0,15,3.4641016151377544,6.0,1.0,2.0,1.0,4.0,1.7320508075688772
071190,1,3,3,3.0,3.0,3,,18,18,18.0,18.0,18,,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,
071220,5,11,1,2.2,2.0,4,1.0954451150103324,67,5,13.4,12.0,27,8.142481194328914,5.0,1.0,1.0,1.0,1.0,0.0
071231,5,9,1,1.8,2.0,3,0.8366600265340756,60,6,12.0,13.0,18,5.338539126015656,9.666666666666668,1.0,1.9333333333333336,1.6666666666666667,3.0,1.0110500592068734
071233,1,1,1,1.0,1.0,1,,5,5,5.0,5.0,5,,1.0,1.0,1.0,1.0,1.0,
071239,5,12,1,2.4,2.0,4,1.140175425099138,82,8,16.4,15.0,24,6.024948132556827,8.916666666666668,1.0,1.7833333333333337,1.6666666666666667,3.0,0.7808471183414984
071290,2,4,2,2.0,2.0,2,0.0,23,11,11.5,11.5,12,0.7071067811865476,3.5,1.5,1.75,1.75,2.0,0.3535533905932738
071310,5,17,2,3.4,3.0,5,1.140175425099138,114,16,22.8,23.0,29,5.403702434442518,12.216666666666667,1.0,2.4433333333333334,1.8,4.0,1.3131598870240018
071320,24,76,1,3.1666666666666665,3.0,7,1.6061476099435992,469,8,19.541666666666668,19.0,37,8.86605233787682,44.911904761904765,1.0,1.8713293650793652,1.55,5.5,1.1097180538803935
071331,9,29,2,3.2222222222222223,2.0,8,1.9860625479688307,154,8,17.11111111111111,12.0,40,10.867893591267404,15.875,1.375,1.7638888888888888,1.5,2.5,0.377307714089059
071333,12,44,2,3.6666666666666665,4.0,5,0.8876253645985944,273,10,22.75,23.0,30,5.92567602587556,18.9,1.0,1.575,1.45,3.3333333333333335,0.6712531624363555
071335,1,2,2,2.0,2.0,2,,8,8,8.0,8.0,8,,1.0,1.0,1.0,1.0,1.0,
071339,13,38,2,2.923076923076923,3.0,5,1.0377490433255416,206,11,15.846153846153847,15.0,23,4.740712918365651,15.65,1.0,1.2038461538461538,1.0,2.0,0.3454836817549772
071340,31,135,1,4.354838709677419,5.0,8,1.5609481540989583,733,10,23.64516129032258,23.0,42,8.750422416838989,52.35476190476191,1.1666666666666667,1.6888632872503841,1.6,4.0,0.5432470011600413
071360,3,6,2,2.0,2.0,2,0.0,28,8,9.333333333333334,9.0,11,1.5275252316519468,4.0,1.0,1.3333333333333333,1.5,1.5,0.2886751345948129
071390,16,46,2,2.875,2.0,6,1.3601470508735443,232,7,14.5,10.0,33,8.438009243891594,22.716666666666665,1.0,1.4197916666666666,1.5,1.75,0.20250457242208597
071410,1,1,1,1.0,1.0,1,,6,6,6.0,6.0,6,,3.0,3.0,3.0,3.0,3.0,
071420,2,8,4,4.0,4.0,4,0.0,51,25,25.5,25.5,26,0.7071067811865476,2.5,1.0,1.25,1.25,1.5,0.3535533905932738
071430,2,3,1,1.5,1.5,2,0.7071067811865476,13,4,6.5,6.5,9,3.5355339059327378,3.5,1.5,1.75,1.75,2.0,0.3535533905932738
080111,13,40,1,3.076923076923077,3.0,5,1.255755978254962,269,10,20.692307692307693,21.0,36,8.097166329284745,20.683333333333334,1.0,1.5910256410256411,1.4,3.0,0.698828894195012
080119,7,21,1,3.0,3.0,5,1.5275252316519468,146,6,20.857142857142858,24.0,33,10.46308704332476,13.233333333333334,1.25,1.8904761904761906,1.6666666666666667,3.0,0.7770943709586766
080121,1,3,3,3.0,3.0,3,,19,19,19.0,19.0,19,,2.0,2.0,2.0,2.0,2.0,
080122,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,1.5,1.5,1.5,1.5,1.5,
