model,top_1_acc,top_2_acc,top_3_acc,top_4_acc,top_5_acc
DBERT_pft_GOODS_DESCRIPTION_HS04_seed140871553,0.6513555904100381,0.7503174247516619,0.7939353200388378,0.8175367839271044,0.8361341399656435
DBERT_pft_GOODS_DESCRIPTION_HS04_seed320099395,0.6551646874299798,0.7455373814325192,0.7895287176040033,0.8150720740906714,0.8322503547688401
DBERT_pft_GOODS_DESCRIPTION_HS04_seed420029892,0.648741504219882,0.7474045858540593,0.7922921801478826,0.8163417730973187,0.8337441183060722
DBERT_pft_GOODS_DESCRIPTION_HS04_seed550264748,0.6481439988049892,0.7434461124803944,0.7877362013593249,0.812159235193069,0.8309806557621928
DBERT_pft_GOODS_DESCRIPTION_HS04_seed748447230,0.6500112032265293,0.74464112331018,0.7872133841212936,0.8127567406079618,0.8321009784151169
