iteration,seed,epoch,train_loss,train_acc,train_top1_acc,train_top2_acc,train_top3_acc,train_top4_acc,train_top5_acc,val_loss,val_acc,val_top1_acc,val_top2_acc,val_top3_acc,val_top4_acc,val_top5_acc
0,491185480,1,3.556736618639475,0.3349326067240154,0.3349326067240154,0.4252745397508432,0.47652719484568057,0.5119219156730102,0.5396919501058112,2.7160669962565103,0.446784673986108,0.446784673986108,0.547389648218687,0.5976547912465456,0.6351482560310703,0.6614384942863545
0,491185480,2,2.819426149249556,0.4241987601050652,0.4241987601050652,0.5268689708243849,0.5816120204633705,0.6188442043353134,0.6465985339557674,2.554039584265815,0.4715811487041601,0.4715811487041601,0.5743520800657256,0.626185674807678,0.6612144297557697,0.6862349690044066
0,491185480,3,2.694364489321728,0.441760666512236,0.441760666512236,0.5461387755743053,0.6015100177071759,0.6383535074735276,0.6658565600964276,2.4873114780143455,0.4786765255060124,0.4786765255060124,0.5860034356561357,0.6383598476361192,0.6718201508701173,0.696317872880723
0,491185480,4,2.6329069151935807,0.4509950961723446,0.4509950961723446,0.5557187111060506,0.6116749574988516,0.6479020333805786,0.6753776025818712,2.452230594776295,0.4867428486070655,0.4867428486070655,0.5918291134513407,0.6459033534991411,0.6771976996041527,0.7025169915602361
0,491185480,5,2.5908872904068976,0.45652711632161885,0.45652711632161885,0.5628526221147315,0.6183416503402055,0.6542075155379488,0.6816791585361545,2.418344400547169,0.49876764508178356,0.49876764508178356,0.5997460601986706,0.649861826872806,0.6805586675629248,0.7052804541041153
0,491185480,6,2.5618867778395074,0.4618471215042069,0.4618471215042069,0.5664333193298756,0.6215454320590187,0.6584713720901927,0.6847847851777981,2.3979080518086753,0.501680483979386,0.501680483979386,0.6027335872731346,0.6528493539472702,0.6850399581746209,0.7121517663753828
0,491185480,7,2.5363182020953383,0.464461972760003,0.464461972760003,0.5709445266765869,0.6254441517241921,0.6621973388195478,0.688962265262133,2.3741353617774115,0.5008589140339085,0.5008589140339085,0.6042273508103667,0.6544924938382254,0.6868324744192994,0.7127492717902756
0,491185480,8,2.513199617106273,0.4686865672813792,0.4686865672813792,0.5748589511541073,0.6297590489165643,0.6653265226797122,0.6922288662303346,2.35852970900359,0.5047426992307118,0.5047426992307118,0.6084845768914781,0.6582269026813056,0.6906415714392412,0.7157367988647397
0,491185480,9,2.494531615670905,0.470948060259365,0.470948060259365,0.5772146730061759,0.6316004381642645,0.6682083557454093,0.694623850113271,2.357820718376725,0.5083277317200687,0.5083277317200687,0.6095302113675405,0.658525655388752,0.6900440660243483,0.7149152289192621
0,491185480,10,2.475816162714518,0.47339408478242945,0.47339408478242945,0.5789382761612727,0.6341642487799324,0.67143962088583,0.6984087098889277,2.3375316063563027,0.5125102696243184,0.5125102696243184,0.6132646202106207,0.6625588169392785,0.6952722384046606,0.7191724550003734
0,491185480,11,2.466755173771257,0.4745091264590752,0.4745091264590752,0.5813371862472958,0.6362215791974055,0.6724525812822194,0.6991703932877632,2.3346858907628945,0.5106430652027784,0.5106430652027784,0.6135633729180671,0.6642766450070954,0.6981103891254015,0.7204421540070207
