model,top_1_acc,top_2_acc,top_3_acc,top_4_acc,top_5_acc
DBERT_fft_GOODS_DESCRIPTION_HS04_seed189334375,0.6623347524086937,0.7567406079617597,0.801628202255583,0.8259018597356038,0.8417357532302636
DBERT_fft_GOODS_DESCRIPTION_HS04_seed371945249,0.665098214952573,0.7614459631040407,0.7996116214803196,0.8231383971917245,0.8392710433938307
DBERT_fft_GOODS_DESCRIPTION_HS04_seed447461326,0.6544924938382254,0.7536037045335723,0.7924415565016057,0.8170139666890731,0.8342669355441034
DBERT_fft_GOODS_DESCRIPTION_HS04_seed550941617,0.6658450967211891,0.7552468444245276,0.7969975352901636,0.8220180745388005,0.8383747852714916
DBERT_fft_GOODS_DESCRIPTION_HS04_seed721389304,0.6656957203674658,0.7574874897303757,0.798043169766226,0.825677795205019,0.8422585704682949
